© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo14 vs Cycling0	MYC	 	transcription regulator	Inhibited	-6.906	bias	2.79E-18	ARHGAP11A,AURKB,BIRC5,BRCA1,BUB1,BUB1B,CCNA2,CCNB1,CCNB2,CDC20,CDC25B,CDC25C,CDCA7,CDK1,CDK2,CDKN3,CKS2,CNTRL,CSF1R,DDX11,DEK,DEPDC1,DHFR,DLGAP5,E2F1,FABP5,FBL,FOXM1,H2AZ1,HMGN2,KIF20A,KIF2C,MAD2L1,MCM2,MCM5,MCM6,MCM7,mir-25 (includes others),MKI67,MYBL2,NEK2,PBK,PLK1,PRR11,PTHLH,PTMA,PTN,RANBP1,RRM2,SHMT1,SPC24,STMN1,TFAP4,TMEM97,TPX2,TYMS,UBE2C,UBE2S,WNT7B	178 (18)
Palbo28 vs Palbo3	E2F1	2.915	transcription regulator	Activated	2.445	bias	2.93E-18	AURKA,AURKB,BCL2,BIRC5,CCNB1,CCNB2,CDC20,CDC45,CDC6,CENPU,DLGAP5,E2F1,E2F2,EZH2,FANCD2,FOXM1,KCNH1,MCM10,MCM2,MCM5,mir-25 (includes others),MYB,MYBL2,ORC1,RAD51,RAD54L,RAET1E,RFC3,RRM2,TK1,TP73	98 (16)
Palbo14 vs Palbo3	CCND1	 	transcription regulator	 	1.914	 	5.04E-18	BCL2,BRIP1,CDCA2,CENPH,CENPK,CEP55,DEPDC1,DTL,E2F1,ESCO2,KIF20A,KIF2C,KIF4A,KNL1,MNS1,PCLAF,RAD51,RRM2,SPC25,ZNF367	49 (10)
Doxo3 vs Cycling0	YY1	 	transcription regulator	 	 	 	5.11E-18	AURKA,BIRC5,BUB1B,CCNA2,CCNB1,CCNB2,CDC25C,CDCA3,CENPA,CENPE,H2AX,HMGB3,INCENP,KIF11,KIF20A,KIF23,LMNB1,NCAPD2,PLK1,PRC1,TOP2A	61 (16)
Palbo28 vs Palbo3	TP53	 	transcription regulator	Inhibited	-3.826	 	6.85E-18	ANLN,ASF1B,ASPM,AURKA,AURKB,BCL2,BIRC5,BLM,BUB1,CCNB1,CCNB2,CDC20,CDC25C,CDC6,CDT1,CENPA,CENPE,CENPK,CEP55,CKS1B,DEPDC1,DLGAP5,E2F1,E2F2,ESPL1,EZH2,FAM83D,FANCD2,FANCI,FOSL1,FOXM1,GINS2,GTSE1,H1-5,HJURP,HMMR,KIF22,KIF24,KNTC1,MCAM,MCM2,MCM5,mir-25 (includes others),MYBL2,NCAPG,NEK2,PLK1,PRC1,PRR11,PTN,RAD51,RAD51AP1,RFC3,RRM2,SPC24,SPC25,TMSB15A,TNFRSF11A,TP73,UBE2C,XRCC3	97 (17)
Palbo28 vs Cycling0	E2F8	-5.983	transcription regulator	 	1.283	bias	7.21E-18	CCNA2,CCNB1,CCNE2,CDC6,CDCA2,CDK1,E2F1,ECT2,KIF23,MCM2,RACGAP1	 
Palbo28 vs Palbo3	COPS5	 	transcription regulator	 	-1.279	 	7.95E-18	AURKB,BIRC5,BUB1,CDC20,CENPH,DEPDC1,DLGAP5,E2F1,ESPL1,HMMR,KIF22,MCM2,MCM5,MYBL2,NEK2,PLK4,RFC3,RNASEH2A,STIL,SUV39H1,TK1,TROAP	99 (12)
Palbo3 vs Cycling0	E2F8	-5.086	transcription regulator	 	1.283	bias	9.95E-18	CCNA2,CCNB1,CCNE2,CDC6,CDCA2,CDK1,E2F1,ECT2,KIF23,MCM2,RACGAP1	 
Palbo14 vs Cycling0	E2F8	-4.689	transcription regulator	 	1.283	bias	1.33E-17	CCNA2,CCNB1,CCNE2,CDC6,CDCA2,CDK1,E2F1,ECT2,KIF23,MCM2,RACGAP1	 
Palbo3 vs Cycling0	VDR	 	transcription regulator	Inhibited	-3.982	 	1.59E-17	ANLN,BCL2,BRCA1,BUB1B,CCNB1,CDC20,CDC45,CDK2,CDT1,CENPA,CENPH,CHAF1A,CHAF1B,CYP24A1,EZH2,F3,FEN1,H2AZ1,HMGN2,INCENP,KIF11,KIF22,LEF1,MAD2L1,NCAPD2,NUSAP1,ODC1,PRC1,RAD51AP1,SLC25A10,SPAG5,TK1,TPX2	269 (21)
Doxo14 vs Doxo3	TOX	 	transcription regulator	Inhibited	-3.742	 	2.35E-17	BRIP1,BUB1B,CCNA2,CCNB1,CDC20,CDKN2C,ESPL1,MAD2L1,MCM5,MCM7,RAD51,RAD54L,RFC2,TTK	 
Doxo14 vs Doxo3	E2F6	 	transcription regulator	Activated	3.302	bias	2.35E-17	BRCA1,CDC45,CDC6,DDX11,DHFR,E2F1,E2F2,GINS2,LIG1,MCM2,MCM5,PCLAF,RAD51,RRM2	94 (12)
Palbo3 vs Cycling0	SMARCB1	 	transcription regulator	Activated	3.705	bias	3.26E-17	AURKA,CCNA2,CDC6,CDC7,CDK1,CDKN2C,CDT1,CENPA,CENPE,DHFR,E2F1,ETS2,GMNN,KIF11,KIF23,MCM10,MCM2,MCM3,MCM4,MCM5,MYBL2,OAS3,PLK4,POLA1,PRIM1,PTN,RAD51AP1,RAD54B,SMC4	224 (15)
Palbo14 vs Cycling0	VDR	 	transcription regulator	Inhibited	-3.982	 	3.44E-17	ANLN,BCL2,BRCA1,BUB1B,CCNB1,CDC20,CDC45,CDK2,CDT1,CENPA,CENPH,CHAF1A,CHAF1B,CYP24A1,EZH2,F3,FEN1,H2AZ1,HMGN2,INCENP,KIF11,KIF22,LEF1,MAD2L1,NCAPD2,NUSAP1,ODC1,PRC1,RAD51AP1,SLC25A10,SPAG5,TK1,TPX2	276 (20)
Doxo21 vs Doxo3	YAP1	 	transcription regulator	Inhibited	-3.973	bias	4.38E-17	ANLN,ATAD2,AURKB,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDC6,CDCA5,CDK1,CDK2,CIT,DTYMK,E2F1,FOXM1,FST,GINS1,H2AX,HMGN2,HMMR,KIF23,KIF4A,LBR,LMNB1,MCM3,MCM6,MKI67,NEK2,PLK1,POLA1,RAC3,RAD51,RANBP1,RRM1,RRM2,SCML2,TK1,TOP2A,TP73,TYMS,UHRF1	208 (17)
Palbo28 vs Cycling0	VDR	 	transcription regulator	Inhibited	-4.286	 	5.29E-17	ANLN,BCL2,BRCA1,BUB1B,CCNB1,CDC20,CDC45,CDK2,CDT1,CENPA,CENPH,CHAF1A,CHAF1B,CYP24A1,EZH2,FEN1,H2AZ1,HMGN2,INCENP,KIF11,KIF22,LEF1,MAD2L1,NCAPD2,NUSAP1,ODC1,PRC1,RAD51AP1,SLC25A10,SPAG5,TK1,TPX2	264 (19)
Palbo14 vs Cycling0	SMARCB1	 	transcription regulator	Activated	3.705	bias	6.52E-17	AURKA,CCNA2,CDC6,CDC7,CDK1,CDKN2C,CDT1,CENPA,CENPE,DHFR,E2F1,ETS2,GMNN,KIF11,KIF23,MCM10,MCM2,MCM3,MCM4,MCM5,MYBL2,OAS3,PLK4,POLA1,PRIM1,PTN,RAD51AP1,RAD54B,SMC4	234 (16)
Palbo28 vs Cycling0	MYC	 	transcription regulator	Inhibited	-7.275	bias	6.66E-17	ARHGAP11A,AURKB,BCL2,BIRC5,BRCA1,BUB1,BUB1B,CAMK2N1,CCNA2,CCNB1,CCNB2,CCNE2,CDC20,CDC25A,CDC25B,CDC25C,CDC7,CDCA7,CDK1,CDK2,CDKN3,CKS2,CNTRL,CSF1R,DDX11,DEK,DEPDC1,DHFR,DLGAP5,E2F1,E2F2,EZH2,FABP5,FBL,FOXM1,H2AZ1,HMGN2,KIF20A,KIF2C,MAD2L1,MCM2,MCM6,MCM7,mir-25 (includes others),MKI67,MTFR2,MYBL2,NEK2,ODC1,PBK,PCNA,PEG10,PLK1,PRR11,PTHLH,PTMA,PTN,RAD51,RANBP1,RRM2,SHMT1,SPC24,STMN1,TFAP4,TMEM97,TP73,TPX2,TYMS,UBE2C,UBE2S,WNT7B,XRCC3	219 (14)
Doxo14 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-3.813	bias	1.11E-16	ANLN,ATAD2,AURKB,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDCA5,CDK1,CDK2,CIT,DIAPH3,DTYMK,E2F1,FOXM1,GINS1,H2AX,HMGN2,HMMR,KIF23,KIF4A,LBR,LMNB1,MCM3,MCM6,MKI67,NEK2,PLK1,POLA1,RAC3,RANBP1,RRM2,TK1,TOP2A,TYMS,UHRF1	186 (18)
Palbo28 vs Cycling0	SMARCB1	 	transcription regulator	Activated	3.583	bias	1.39E-16	AURKA,CCNA2,CDC6,CDC7,CDK1,CDKN2C,CDT1,CENPA,CENPE,DHFR,E2F1,ETS2,GMNN,KIF11,KIF23,MCM10,MCM2,MCM3,MCM4,MYBL2,OAS3,PLK4,POLA1,PRIM1,PTN,RAD51AP1,RAD54B,SMC4	219 (15)
Doxo21 vs Doxo3	E2F8	-2.514	transcription regulator	 	0.943	bias	2.20E-16	CCNA2,CCNB1,CCNE2,CDC6,CDCA2,CDK1,E2F1,KIF23,MCM2,RACGAP1	 
Doxo21 vs Doxo3	TCF4	 	transcription regulator	 	 	 	2.23E-16	ASF1B,BARD1,BIRC5,CCNA2,CCNB2,CDC20,CDC25B,CDCA3,CDK1,CDKN3,CEP55,CIP2A,CKS2,E2F8,ESCO2,FAM111A,HMGB2,HMGN2,HMMR,IL17B,MAD2L1,MKI67,MXD3,NCAPG,NDC80,NEK2,NUF2,PRC1,RACGAP1,RRM2,SPC24,SPC25	 
Doxo14 vs Doxo3	RBL1	-0.840	transcription regulator	Activated	3.223	bias	2.30E-16	AURKB,CCNA2,CDC6,DHFR,E2F1,MCM10,MCM2,MCM5,MCM6,MCM7,MYBL2,NEK2,ORC1,RRM2	95 (14)
Doxo14 vs Cycling0	TRPS1	 	transcription regulator	Activated	3.742	bias	2.46E-16	AURKB,BUB1,CCNA2,CCNB2,CDC20,CDC25C,CDK1,CENPF,FOXM1,KIF11,PTTG1,SPC25,TOP2A,TPX2	150 (7)
Doxo21 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-3.973	bias	3.17E-16	ANLN,ATAD2,AURKB,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDC6,CDCA5,CDK1,CDK2,CIT,DIAPH3,DTYMK,E2F1,FOXM1,GINS1,H2AX,HMGN2,HMMR,KIF23,KIF4A,LBR,LMNB1,MCM3,MCM6,MKI67,NEK2,PLK1,POLA1,RAC3,RAD51,RANBP1,RRM1,RRM2,SCML2,TK1,TOP2A,TP73,TYMS,UHRF1	218 (15)
Palbo3 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-4.286	bias	4.63E-16	ANLN,ATAD2,AURKB,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDC6,CDCA5,CDK1,CDK2,CIT,DIAPH3,DTYMK,E2F1,FOXM1,FST,GINS1,H2AX,HMGN2,HMMR,KIF23,KIF4A,LBR,LMNB1,MCM3,MCM6,MKI67,NEK2,PLK1,POLA1,RAC3,RAD51,RANBP1,RRM1,RRM2,S1PR3,SCML2,TK1,TOP2A,TP73,TYMS,UHRF1,WWC1	237 (16)
Doxo14 vs Cycling0	VDR	 	transcription regulator	Inhibited	-4.193	 	4.96E-16	ANLN,BRCA1,BUB1B,CCNB1,CDC20,CDC45,CDK2,CDT1,CENPA,CENPH,CHAF1B,CYP24A1,FEN1,H2AZ1,HMGN2,INCENP,KIF11,KIF22,MAD2L1,NCAPD2,NUSAP1,PRC1,SLC25A10,SPAG5,TK1,TPX2	200 (17)
Palbo14 vs Palbo3	ZBTB17	 	transcription regulator	 	 	 	6.50E-16	AURKB,BCL2,CDC20,CEP55,IQGAP3,KIF18B,KIF20A,KIF2C,KIF4A,NDC80,PIMREG,UBE2C	42 (10)
Doxo21 vs Cycling0	STAT6	 	transcription regulator	Inhibited	-4.960	bias	6.84E-16	AUNIP,BARD1,BCL2,BRCA1,BRIP1,CDK1,CDK2,CDKN3,CLSPN,DTL,EXO1,FANCD2,FANCI,FBXO5,FOXM1,GEN1,GTSE1,H2AX,KIF22,MCM10,MCM7,MYB,NEIL3,OAS3,PARPBP,PCLAF,PIF1,POLE2,POLQ,RAD51,RAD51AP1,RAD54B,RAD54L,SAPCD2,TICRR,TOP2A,UBE2T,UHRF1	157 (7)
Doxo14 vs Cycling0	SMARCB1	 	transcription regulator	Activated	3.444	bias	1.03E-15	AURKA,CCNA2,CDK1,CDKN2C,CDT1,CENPA,CENPE,DHFR,E2F1,GMNN,KIF11,KIF23,MCM10,MCM2,MCM3,MCM4,MCM5,MYBL2,PLK4,POLA1,PRIM1,PTN,SMC4	161 (15)
Doxo21 vs Cycling0	TCF4	 	transcription regulator	 	 	 	1.07E-15	ASF1B,BARD1,BIRC5,CCNA2,CCNB2,CDC20,CDC25B,CDCA3,CDK1,CDKN3,CEP55,CIP2A,CKS2,E2F8,ESCO2,FAM111A,HMGB2,HMGN2,HMMR,IL17B,MAD2L1,MKI67,MXD3,NCAPG,NDC80,NEK2,NUF2,PRC1,RACGAP1,RRM2,SPC24,SPC25	 
Palbo14 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-4.286	bias	1.22E-15	ANLN,ATAD2,AURKB,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDC6,CDCA5,CDK1,CDK2,CIT,DIAPH3,DTYMK,E2F1,FOXM1,FST,GINS1,H2AX,HMGN2,HMMR,KIF23,KIF4A,LBR,LMNB1,MCM3,MCM6,MKI67,NEK2,PLK1,POLA1,RAC3,RAD51,RANBP1,RRM1,RRM2,S1PR3,SCML2,TK1,TOP2A,TP73,TYMS,UHRF1,WWC1	243 (17)
Doxo14 vs Cycling0	TCF4	 	transcription regulator	 	 	 	1.46E-15	BARD1,BIRC5,CCNA2,CCNB2,CDC20,CDC25B,CDCA3,CDK1,CDKN3,CEP55,CIP2A,CKS2,HMGB2,HMGN2,HMMR,IL17B,MAD2L1,MKI67,MXD3,NCAPG,NDC80,NEK2,NUF2,PRC1,RACGAP1,RRM2,SPC24,SPC25	 
Palbo28 vs Palbo3	MYBL2	3.837	transcription regulator	Activated	2.562	bias	1.52E-15	AURKA,BCL2,BIRC5,BUB1,CCNB1,CCNB2,CENPE,E2F1,FOXM1,MYBL2,PLK1,RRM2,UBE2C	71 (10)
Doxo14 vs Doxo3	RRP1B	 	transcription regulator	 	 	 	1.61E-15	BIRC5,BRCA1,BRCA2,CCNA2,CCNB2,CDC20,CDC6,DHFR,ESPL1,EXO1,MCM2,MCM5,MCM6,ORC1,TOP2A	 
Doxo14 vs Doxo3	MYC	 	transcription regulator	Inhibited	-5.799	bias	1.99E-15	ARHGAP11A,AURKB,BIRC5,BRCA1,BUB1B,CCNA2,CCNB1,CCNB2,CDC20,CDC25B,CDCA7,CDKN3,CSRP2,DDX11,DEPDC1,DHFR,DLGAP5,E2F1,E2F2,FABP5,FBL,FOXM1,H2AZ1,KIF20A,KIF2C,MAD2L1,MCM2,MCM5,MCM6,MCM7,mir-25 (includes others),MYBL2,NEK2,PBK,PEG10,PTN,RAD51,RRM2,SPC24,STMN1,TMEM97,UBE2C	101 (18)
Palbo28 vs Cycling0	YAP1	 	transcription regulator	Inhibited	-4.073	bias	3.81E-15	ANLN,ATAD2,AURKB,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDC6,CDCA5,CDK1,CDK2,CIT,DIAPH3,DTYMK,E2F1,FOXM1,FST,GINS1,H2AX,HMGN2,HMMR,KIF23,KIF4A,LBR,LMNB1,MCM3,MCM6,MKI67,NEK2,PLK1,POLA1,RAC3,RAD51,RANBP1,RRM1,RRM2,SCML2,TK1,TOP2A,TP73,TYMS,UHRF1	228 (16)
Doxo14 vs Doxo3	TCF3	 	transcription regulator	Activated	3.000	 	3.90E-15	ASF1B,BIRC5,CCNA2,CCNB1,CCNB2,CDC20,CDC25B,CDC45,CDCA3,CDKN2C,CDKN3,CEP55,HMGB2,HMMR,KIF2C,MAD2L1,MXD3,NEK2,PLK4,PRC1,RRM2,SPC24,TOP2A,TTK	 
Doxo14 vs Cycling0	E2F8	-0.389	transcription regulator	 	0.943	bias	3.94E-15	CCNA2,CCNB1,CDCA2,CDK1,E2F1,ECT2,KIF23,MCM2,RACGAP1	 
Doxo21 vs Doxo3	STAT6	 	transcription regulator	Inhibited	-4.864	bias	3.95E-15	AUNIP,BARD1,BCL2,BRCA1,BRIP1,CDK1,CDK2,CDKN3,CLSPN,DTL,EXO1,FANCD2,FANCI,FBXO5,FOXM1,GEN1,GTSE1,H2AX,KIF22,MCM10,MCM7,NEIL3,OAS3,PARPBP,PCLAF,POLE2,POLQ,RAD51,RAD51AP1,RAD54B,RAD54L,SAPCD2,TICRR,TOP2A,UBE2T,UHRF1	 
Doxo3 vs Cycling0	MYBL2	0.175	transcription regulator	Inhibited	-3.086	bias	4.35E-15	AURKA,BIRC5,BUB1,CCNA2,CCNB1,CCNB2,CDCA3,CENPE,PLK1,TOP2A,UBE2C	 
Palbo14 vs Palbo3	MYOD1	 	transcription regulator	 	1.897	 	5.82E-15	BCL2,CDC20,CEP55,DEPDC1,DLGAP5,E2F2,ETV4,FOSL1,KIF18B,KIF2C,KIF4A,KNL1,NDC80,PCLAF,RRM2,SHCBP1	35 (4)
Doxo21 vs Doxo3	TRPS1	 	transcription regulator	Activated	3.742	bias	6.11E-15	AURKB,BUB1,CCNA2,CCNB2,CDC20,CDC25C,CDK1,CENPF,FOXM1,KIF11,PTTG1,SPC25,TOP2A,TPX2	186 (7)
Palbo28 vs Palbo3	TFEB	 	transcription regulator	Activated	4.872	bias	7.72E-15	AURKA,CCNB1,CCNB2,CDC45,CDC6,CDT1,CENPU,CHTF18,CLSPN,FOSL1,HMMR,MCM10,MCM5,MYBL2,NCAPG,NUF2,ORC1,PKMYT1,PLK4,PSMC3IP,RAD51,RFC3,RRM2,ZWINT	64 (7)
Doxo21 vs Cycling0	TRPS1	 	transcription regulator	Activated	3.742	bias	1.30E-14	AURKB,BUB1,CCNA2,CCNB2,CDC20,CDC25C,CDK1,CENPF,FOXM1,KIF11,PTTG1,SPC25,TOP2A,TPX2	193 (7)
Doxo21 vs Doxo3	NFYB	 	transcription regulator	 	 	 	1.31E-14	APOBEC3B,ARHGAP11A,BCL2,CCNB1,CCNB2,CDC25A,CDC25C,CDCA8,CDK1,CENPF,CIP2A,CKS2,DCLRE1B,DTL,HMGB2,PCLAF,PCNA,PLK1,PTTG1,RAD51,RFC3,RRM2,SNAPC1,TOP2A,TYMS,UHRF1	116 (8)
Palbo3 vs Cycling0	STAT6	 	transcription regulator	Inhibited	-4.659	bias	1.41E-14	AUNIP,BARD1,BCL2,BRCA1,BRIP1,CDK1,CDK2,CDKN3,CLSPN,DTL,EXO1,FANCD2,FANCI,FBXO5,FOXM1,GEN1,GTSE1,H2AX,KIF22,MCM10,MCM7,MYB,NEIL3,OAS3,PARPBP,PCLAF,PIF1,POLE2,POLQ,RAD51,RAD51AP1,RAD54B,RAD54L,SAPCD2,TICRR,TNFRSF11A,TOP2A,UBE2T,UHRF1	244 (12)
Palbo28 vs Palbo3	RBL1	0.392	transcription regulator	Inhibited	-2.254	bias	1.52E-14	AURKB,CDC6,E2F1,F3,MCM10,MCM2,MCM5,MYBL2,NEK2,ORC1,PLK1,RRM2,TP73	89 (18)
Doxo14 vs Cycling0	E2F6	 	transcription regulator	Activated	2.720	bias	1.59E-14	BRCA1,CDC45,DDX11,DHFR,E2F1,GINS2,GMNN,MCM2,MCM3,MCM5,PCLAF,POLA2,RFC4,RRM2	154 (12)
Doxo21 vs Doxo3	CCNE1	 	transcription regulator	Inhibited	-2.218	bias	1.75E-14	BARD1,BRCA1,CCNA2,CCNB1,CDC45,CDC6,CDK2,E2F1,MCM2,MCM4,PCNA,RBL1	190 (15)
Doxo14 vs Doxo3	E2F7	 	transcription regulator	 	1.980	bias	2.16E-14	CCNA2,CCNB1,CDC6,DHFR,E2F1,E2F2,KIF23,MCM2,MYBL2	 
Doxo14 vs Cycling0	E2F7	 	transcription regulator	 	 	 	2.22E-14	CCNA2,CCNB1,CDK1,DHFR,E2F1,ECT2,KIF23,MCM2,MYBL2,RACGAP1	 
Palbo28 vs Cycling0	TCF4	 	transcription regulator	 	 	 	2.72E-14	ASF1B,BARD1,BIRC5,CCNA2,CCNB2,CDC20,CDC25B,CDCA3,CDK1,CDKN3,CEP55,CIP2A,CKS2,E2F8,ESCO2,FAM111A,HMGB2,HMGN2,HMMR,IL17B,MAD2L1,MKI67,MXD3,NCAPG,NDC80,NEK2,NUF2,PRC1,RACGAP1,RRM2,SPC24,SPC25	 
Palbo28 vs Cycling0	STAT6	 	transcription regulator	Inhibited	-4.960	bias	2.82E-14	AUNIP,BARD1,BCL2,BRCA1,BRIP1,CDK1,CDK2,CDKN3,CLSPN,DTL,EXO1,FANCD2,FANCI,FBXO5,FOXM1,GEN1,GTSE1,H2AX,KIF22,MCM10,MCM7,MYB,NEIL3,OAS3,PARPBP,PCLAF,PIF1,POLE2,POLQ,RAD51,RAD51AP1,RAD54B,RAD54L,SAPCD2,TICRR,TOP2A,UBE2T,UHRF1	165 (9)
Doxo14 vs Doxo3	MYBL2	-1.586	transcription regulator	Inhibited	-3.398	bias	2.84E-14	BIRC5,CCNA2,CCNB1,CCNB2,CDC25B,CDCA3,E2F1,FOXM1,MYBL2,RRM2,TOP2A,UBE2C	79 (9)
Palbo14 vs Cycling0	STAT6	 	transcription regulator	Inhibited	-4.659	bias	3.28E-14	AUNIP,BARD1,BCL2,BRCA1,BRIP1,CDK1,CDK2,CDKN3,CLSPN,DTL,EXO1,FANCD2,FANCI,FBXO5,FOXM1,GEN1,GTSE1,H2AX,KIF22,MCM10,MCM7,MYB,NEIL3,OAS3,PARPBP,PCLAF,PIF1,POLE2,POLQ,RAD51,RAD51AP1,RAD54B,RAD54L,SAPCD2,TICRR,TNFRSF11A,TOP2A,UBE2T,UHRF1	246 (12)
Doxo21 vs Cycling0	CCNE1	 	transcription regulator	Inhibited	-2.218	bias	3.35E-14	BARD1,BRCA1,CCNA2,CCNB1,CDC45,CDC6,CDK2,E2F1,MCM2,MCM4,PCNA,RBL1	200 (15)
Palbo14 vs Palbo3	RB1	 	transcription regulator	 	-1.420	 	3.40E-14	AURKB,BCL2,CDCA5,CENPK,DEPDC1,DLGAP5,E2F1,E2F2,F3,FOSL1,FST,KIF20A,MYB,MYBL2,PCLAF,RAD51,RRM2,TP73,TTK,UBE2C	41 (12)
Doxo14 vs Doxo3	GLIS3	 	transcription regulator	Activated	2.449	bias	3.88E-14	BIRC5,CCNB1,CCNB2,CDCA2,CDCA3,CDCA5,CDKN3,CENPA,CENPH,E2F1,KIF23,PBK,PRC1,UBE2C	 
Palbo28 vs Cycling0	TRPS1	 	transcription regulator	Activated	3.742	bias	6.29E-14	AURKB,BUB1,CCNA2,CCNB2,CDC20,CDC25C,CDK1,CENPF,FOXM1,KIF11,PTTG1,SPC25,TOP2A,TPX2	212 (12)
Palbo28 vs Palbo3	TOX	 	transcription regulator	Activated	2.887	 	6.47E-14	BLM,BRIP1,BUB1,CCNB1,CDC20,CDC25C,ESPL1,EZH2,MCM5,PLK1,RAD51,RAD54L	 
Palbo28 vs Palbo3	GLIS3	 	transcription regulator	Inhibited	-2.236	bias	8.04E-14	BIRC5,CCNB1,CCNB2,CDC25C,CDCA2,CDCA5,CENPA,CENPE,CENPH,CENPI,E2F1,PLK1,PRC1,UBE2C	 
Palbo3 vs Cycling0	TRPS1	 	transcription regulator	Activated	3.742	bias	9.34E-14	AURKB,BUB1,CCNA2,CCNB2,CDC20,CDC25C,CDK1,CENPF,FOXM1,KIF11,PTTG1,SPC25,TOP2A,TPX2	219 (12)
Palbo28 vs Palbo3	TCF3	 	transcription regulator	Inhibited	-2.530	 	1.16E-13	ANLN,ASF1B,AURKA,BIRC5,BUB1,CCNB1,CCNB2,CDC20,CDC45,CEP55,CIP2A,HMMR,IL7R,KIF2C,KIF4A,NCAPG,NEK2,NUF2,PLK4,PRC1,RRM2,SPC24,SPC25	 
Palbo14 vs Cycling0	TCF4	 	transcription regulator	 	 	 	1.24E-13	ASF1B,BARD1,BIRC5,CCNA2,CCNB2,CDC20,CDC25B,CDCA3,CDK1,CDKN3,CEP55,CIP2A,CKS2,E2F8,ESCO2,FAM111A,HMGB2,HMGN2,HMMR,IL17B,MAD2L1,MKI67,MXD3,NCAPG,NDC80,NEK2,NUF2,PRC1,RACGAP1,RRM2,SPC24,SPC25	 
Palbo28 vs Cycling0	CCNE1	 	transcription regulator	Inhibited	-2.218	bias	1.31E-13	BARD1,BRCA1,CCNA2,CCNB1,CDC45,CDC6,CDK2,E2F1,MCM2,MCM4,PCNA,RBL1	206 (15)
Palbo14 vs Cycling0	TRPS1	 	transcription regulator	Activated	3.742	bias	1.33E-13	AURKB,BUB1,CCNA2,CCNB2,CDC20,CDC25C,CDK1,CENPF,FOXM1,KIF11,PTTG1,SPC25,TOP2A,TPX2	222 (12)
Palbo3 vs Cycling0	CCNE1	 	transcription regulator	Inhibited	-2.218	bias	1.85E-13	BARD1,BRCA1,CCNA2,CCNB1,CDC45,CDC6,CDK2,E2F1,MCM2,MCM4,PCNA,RBL1	199 (13)
Palbo14 vs Cycling0	CCNE1	 	transcription regulator	Inhibited	-2.218	bias	2.52E-13	BARD1,BRCA1,CCNA2,CCNB1,CDC45,CDC6,CDK2,E2F1,MCM2,MCM4,PCNA,RBL1	201 (13)
Palbo3 vs Cycling0	TCF4	 	transcription regulator	 	 	 	3.53E-13	ASF1B,BARD1,BIRC5,CCNA2,CCNB2,CDC20,CDC25B,CDCA3,CDK1,CDKN3,CEP55,CIP2A,CKS2,E2F8,ESCO2,FAM111A,HMGB2,HMGN2,HMMR,MAD2L1,MKI67,MXD3,NCAPG,NDC80,NEK2,NUF2,PRC1,RACGAP1,RRM2,SPC24,SPC25	 
Doxo21 vs Cycling0	NFYB	 	transcription regulator	 	 	 	3.58E-13	APOBEC3B,ARHGAP11A,BCL2,CCNB1,CCNB2,CDC25A,CDC25C,CDCA8,CDK1,CENPF,CIP2A,CKS2,DCLRE1B,DTL,HMGB2,PCLAF,PCNA,PLK1,PTTG1,RAD51,RFC3,RRM2,TOP2A,TYMS,UHRF1	117 (8)
Doxo21 vs Cycling0	TAL1	 	transcription regulator	Inhibited	-4.146	 	4.15E-13	ADCY3,ASPM,BCL2,BUB1,CCNB1,CDKN3,CENPU,CHRNA5,DSCC1,GINS1,HELLS,HMGB3,KIF14,KIF15,KIF20A,LCORL,LRR1,MCM2,MCM4,MELK,MYB,NCAPG,OIP5	 
Doxo3 vs Cycling0	MITF	 	transcription regulator	Inhibited	-3.873	bias	5.97E-13	CCNB1,CCNF,CDCA3,CDCA8,CENPF,ECT2,KIF20A,KIF4A,NCAPD2,NUF2,PIF1,PLK1,SPAG5,TPX2,UBE2C	 
Doxo21 vs Doxo3	SMARCE1	 	transcription regulator	 	-1.022	bias	6.27E-13	BCL2,BRCA1,BRCA2,CCNB1,CDK1,CENPE,CENPF,E2F2,ODC1,PLK1	165 (5)
Palbo28 vs Cycling0	NFYB	 	transcription regulator	 	 	 	6.79E-13	APOBEC3B,ARHGAP11A,BCL2,CCNB1,CCNB2,CDC25A,CDC25C,CDCA8,CDK1,CENPF,CIP2A,CKS2,DCLRE1B,DTL,HMGB2,PCLAF,PCNA,PLK1,PTTG1,RAD51,RFC3,RRM2,SNAPC1,TOP2A,TYMS,UHRF1	117 (8)
