© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo3 vs Cycling0	GRHL2	 	transcription regulator	 	 	 	9.58E-04	EFEMP1,NRP2,SEMA3C	 
Doxo14 vs Doxo3	TSC22D3	-0.504	transcription regulator	 	 	 	9.62E-04	CCL5,COL1A1,EDIL3	 
Palbo14 vs Cycling0	TFEB	 	transcription regulator	 	 	 	9.72E-04	CCL5,DCN,FN1,ITGA11,PDPN,SLC17A5,SPARC,ST8SIA4,TAGLN,TNC,TNFAIP6,VCAN	88 (9)
Palbo14 vs Cycling0	JUN	 	transcription regulator	Activated	2.396	bias	9.74E-04	CDH11,COL1A2,FN1,GAS6,IGFBP4,ITGB8,PDK1,PTGS2,PTPRN,SERPINE1,SPARC,SPRY1,TIMP3,TNC	106 (20)
Doxo14 vs Cycling0	MYF6	 	transcription regulator	 	 	 	9.75E-04	APLN,DLL1,SPARC,THBS1,TNFRSF11B	 
Palbo3 vs Cycling0	NKRF	 	transcription regulator	 	 	 	9.79E-04	CCL5,PTGS2	65 (16)
Palbo3 vs Cycling0	CTCF	 	transcription regulator	 	 	 	9.85E-04	PCDHA4,PCDHB14,PCDHGA10,PCDHGB7,PTGS2,TGFB3	 
Doxo21 vs Cycling0	SOX3	 	transcription regulator	 	1.000	bias	9.87E-04	CHST15,DLL1,EFEMP1,PCDH18	 
Doxo14 vs Cycling0	ZBTB18	 	transcription regulator	 	 	 	9.88E-04	CHSY3,COL5A1,SERPINH1	 
Palbo3 vs Cycling0	SP3	 	transcription regulator	 	0.845	bias	9.89E-04	CBS,CHI3L1,COL1A1,COL1A2,ITGB8,PTGS2,SPARC	 
Palbo14 vs Cycling0	LEF1	 	transcription regulator	 	1.000	 	1.00E-03	CCL5,CCN4,CEBPD,ENPP2,FN1,ITGB8,NRN1,PTGS2,SPRY1,SYTL2	87 (11)
Palbo3 vs Cycling0	RFX1	 	transcription regulator	 	 	 	1.02E-03	CCL5,CHI3L1,COL1A1,COL1A2	37 (7)
Palbo14 vs Palbo3	GATA4	 	transcription regulator	 	-0.277	 	1.03E-03	ACTG2,CA12,ECM2,INMT,LDHA,PTGS2	 
Doxo21 vs Cycling0	KLF11	 	transcription regulator	 	 	 	1.03E-03	COL3A1,DCN,SERPINH1,SNAI1,THBS1	24 (4)
Palbo3 vs Cycling0	LHX2	 	transcription regulator	 	 	 	1.05E-03	COL1A1,NCAM2,RARRES2	 
Doxo14 vs Cycling0	KLF15	 	transcription regulator	 	-1.067	bias	1.06E-03	DDIT4,GPAM,LUM,TAGLN,TNFSF10	 
Palbo14 vs Cycling0	SCX	 	transcription regulator	 	 	 	1.07E-03	SNAI1,TIMP3,TNC	 
Doxo21 vs Cycling0	SOX4	 	transcription regulator	Inhibited	-2.415	bias	1.08E-03	FHL1,IGFBP4,LMO7,MMP11,PLXND1,SERPINE2	 
Doxo14 vs Cycling0	SP3	 	transcription regulator	 	-0.229	bias	1.09E-03	CBS,CHI3L1,COL1A1,COL1A2,SERPINH1,SPARC,TAGLN	77 (7)
Doxo14 vs Cycling0	HEXIM1	 	transcription regulator	 	 	 	1.10E-03	AKR1C3,COL1A1,TGFB2	 
Palbo14 vs Palbo3	HOXA10	 	transcription regulator	 	-1.387	 	1.10E-03	ENPP2,FN1,INMT,RNASE4,WNT10B	 
Doxo14 vs Doxo3	SMAD4	 	transcription regulator	 	-0.339	 	1.11E-03	APLN,CBS,CCL5,COL1A1,DLL1,SERPINE2,THBS1	26 (9)
Palbo3 vs Cycling0	KLF2	 	transcription regulator	 	-0.919	 	1.12E-03	APLN,CCL5,PDPN,PTGS2,TGFB2,TNFSF10	65 (13)
Palbo14 vs Palbo3	ATOH8	 	transcription regulator	 	 	 	1.13E-03	DCN,TIMP3	 
Doxo21 vs Doxo3	SMARCA4	 	transcription regulator	 	1.134	 	1.14E-03	C2CD6,CDH11,IFITM2,IGFBP4,LUM,MUC1,PPFIA4,SERPINE1,SERPINE2,TCIM	29 (7)
Palbo3 vs Cycling0	SOX2	 	transcription regulator	 	-1.081	bias	1.14E-03	ANGPT1,CCL5,CCN4,COL1A1,DKK3,KRT18,LIMS2,MYRF,TET1,TGFB2,TGFB3	49 (12)
Doxo21 vs Doxo3	NFKB2	 	transcription regulator	 	0.243	 	1.16E-03	CCL5,DPT,FAP,IGFBP4,PTGS2	 
Palbo28 vs Palbo3	RELA	 	transcription regulator	 	 	 	1.16E-03	COL1A1,DNM3OS,FSCN1,IKZF2,NNMT,SCN9A,STAT5A,TNFRSF11B	30 (5)
Palbo3 vs Cycling0	NFATC4	 	transcription regulator	 	 	 	1.16E-03	COL1A1,COL3A1,KCND2	 
Palbo14 vs Palbo3	CUX1	 	transcription regulator	 	 	 	1.18E-03	CCL5,CCN5,HTRA1,SPRY1	 
Doxo14 vs Cycling0	NFATC4	 	transcription regulator	 	 	 	1.21E-03	COL1A1,COL3A1,KCND2	 
Doxo14 vs Cycling0	KLF2	 	transcription regulator	 	 	 	1.21E-03	APLN,DLL1,SELL,TGFB2,THBS1,TNFSF10	70 (11)
Palbo28 vs Cycling0	HTT	 	transcription regulator	Activated	2.000	 	1.22E-03	ATP8A1,CA12,CCL5,CDH11,DCN,DKK3,FHL1,FN1,MFAP4,P4HA1,PDK1,SNAP25,ST8SIA4,TIMP3	60 (15)
Palbo28 vs Cycling0	GLI1	 	transcription regulator	 	0.174	 	1.23E-03	ANG,BHLHE41,CA12,CDH11,CHI3L1,FHL1,HSD17B6,PTGS2,RNASE4,TIMP3,TNC	 
Doxo21 vs Cycling0	ELK1	 	transcription regulator	 	-0.747	bias	1.24E-03	SNAI1,TAGLN,THBS1,ZFP36	62 (7)
Palbo28 vs Cycling0	USF2	 	transcription regulator	 	 	 	1.24E-03	APLN,CHI3L1,P4HA1,SERPINE1	 
Palbo3 vs Cycling0	EOMES	 	transcription regulator	 	-0.447	 	1.25E-03	CEMIP,COL3A1,PDPN,RAB17,TNFSF10	 
Palbo14 vs Palbo3	TCF7	 	transcription regulator	 	0.816	 	1.26E-03	BAIAP3,CCL5,ENPP2,JAM2,SPRY1,SYTL2,TGFB3	33 (7)
Palbo28 vs Cycling0	SFMBT1	 	transcription regulator	 	 	 	1.26E-03	APLN,CNTN1,PDK1	 
Doxo14 vs Doxo3	TWIST1	 	transcription regulator	 	-1.400	 	1.28E-03	CHI3L1,COL1A1,IGFBP4,PCDH18,PCOLCE	 
Doxo21 vs Cycling0	NONO	 	transcription regulator	 	-0.651	bias	1.28E-03	IFITM2,LDHA,PDE1C,PDE7B,TNFSF10	 
Doxo3 vs Cycling0	SOX3	 	transcription regulator	 	1.000	bias	1.29E-03	CHST15,DLL1,EFEMP1,TGFB2	 
Doxo14 vs Cycling0	SOX2	 	transcription regulator	 	0.763	bias	1.30E-03	CCN5,CHST15,COL1A1,DLL1,EFEMP1,GJA1,PCDH18,SNAI1,TET1,TGFB2,VCAN	79 (16)
Doxo21 vs Cycling0	MKX	 	transcription regulator	 	 	 	1.30E-03	COL1A1,COL3A1	 
Palbo28 vs Cycling0	HOXA10	 	transcription regulator	 	-0.640	bias	1.30E-03	FN1,GAS6,INMT,PDPN,RNASE4,WNT10B	 
Palbo28 vs Cycling0	FOXA1	 	transcription regulator	 	-1.633	bias	1.33E-03	ACTG2,CA12,DDIT4,EFNA3,P4HA1,PDK1,PPFIA4	 
Doxo14 vs Cycling0	ARNT	 	transcription regulator	 	-0.640	bias	1.33E-03	CA9,GAS1,LDHA,PCDH18,SELL,TSC22D3	 
Palbo14 vs Palbo3	HMG20A	 	transcription regulator	Activated	2.000	bias	1.35E-03	CCL5,DCN,TIMP3,TNFRSF11B	 
Palbo3 vs Cycling0	EPAS1	 	transcription regulator	Activated	2.412	bias	1.35E-03	APLN,CA9,CEBPD,CEMIP,SLC16A4,TGFB3,TNFRSF11B,WNT10B	22 (3)
Palbo3 vs Cycling0	GLI3	 	transcription regulator	 	0.000	 	1.35E-03	CCL5,COL1A1,DUSP2,TGFB2,WNT2B	 
Palbo14 vs Cycling0	TRIM28	 	transcription regulator	 	1.633	bias	1.35E-03	C1orf116,CCL5,CCN4,EFEMP1,HAS1,SERPINE2,SLC44A3	79 (7)
Doxo21 vs Cycling0	SRF	 	transcription regulator	 	-1.947	bias	1.36E-03	ACTC1,ACTG2,CTHRC1,FHL1,FILIP1L,TAGLN,TGFB1I1,VCAN	19 (5)
Doxo21 vs Cycling0	IKZF1	 	transcription regulator	 	1.718	bias	1.39E-03	MAP2,SCN9A,SERPINH1,SLC27A3,TENM3,TET1,WNT10B	 
Palbo14 vs Cycling0	HTATIP2	 	transcription regulator	 	 	 	1.41E-03	ANGPT1,SNAI1,SPARC	84 (12)
Palbo14 vs Cycling0	ACTN4	 	transcription regulator	 	 	 	1.41E-03	DCN,SERPINE1,SNAI1	84 (9)
Doxo3 vs Cycling0	KLF11	 	transcription regulator	 	1.342	 	1.41E-03	SERPINE1,SMAD6,SNAI1,TGFB2,THBS1	 
Palbo3 vs Cycling0	NANOG	 	transcription regulator	 	-0.557	 	1.42E-03	COL3A1,DCN,TET1,TGFB2,TGFB3,THBS2	 
Palbo3 vs Cycling0	SNAI1	0.279	transcription regulator	 	0.450	 	1.42E-03	COL1A1,COL1A2,KRT18,MUC1,PTGS2,SPARC	73 (22)
Doxo21 vs Doxo3	HSF1	 	transcription regulator	 	-0.168	 	1.42E-03	ADGRE1,CCL5,COL18A1,DPT,EFEMP1,IGFBP4	 
Doxo14 vs Cycling0	RUNX1	 	transcription regulator	 	-1.230	 	1.43E-03	CHI3L1,COL1A1,COL1A2,FAP,FAT4,GPAM,LUM,PLXND1	47 (7)
Palbo14 vs Cycling0	MTA1	 	transcription regulator	 	1.961	bias	1.43E-03	ACTC1,CCN4,CCN5,SNAI1	74 (8)
Palbo28 vs Cycling0	SPDEF	 	transcription regulator	Inhibited	-2.000	bias	1.45E-03	CDH11,DKK3,SERPINE1,TNC	32 (7)
Palbo14 vs Cycling0	HDAC3	 	transcription regulator	Inhibited	-2.219	 	1.45E-03	COL1A2,ENPP2,PTGS2,RNASE4,SERPINE1,TAGLN	99 (21)
Palbo28 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	1.45E-03	INMT,PCDHA4,PDPN,RNASE4,SERPINE1,TNC	22 (3)
Doxo14 vs Doxo3	FOS	 	transcription regulator	 	-1.000	 	1.48E-03	APLN,CCL5,CDON,CHI3L1,COL1A1,GAS1,SDK1,SERPINE2	16 (4)
Palbo14 vs Cycling0	TEAD1	 	transcription regulator	Activated	2.646	bias	1.50E-03	COL3A1,COL5A2,GPR37,LOXL1,PDGFRL,PTGS2,TAGLN	46 (7)
Doxo3 vs Cycling0	STAT1	 	transcription regulator	 	-1.709	bias	1.50E-03	C4B,GBP2,IFITM2,MUC1,PDGFRB,SELL,TGFB2,TNC,TNFSF10	37 (7)
Palbo28 vs Cycling0	SIRT2	 	transcription regulator	 	 	 	1.50E-03	COL1A2,FN1,SERPINE1	68 (20)
Palbo3 vs Cycling0	NFATC3	 	transcription regulator	 	1.958	bias	1.51E-03	ANGPT1,COL1A1,DDIT4,PTGS2	 
Palbo3 vs Cycling0	SFMBT1	 	transcription regulator	 	 	 	1.53E-03	APLN,CNTN1,MAP2	 
Palbo28 vs Palbo3	HIF3A	 	transcription regulator	 	 	 	1.54E-03	APLN,PDGFRB	 
Doxo14 vs Cycling0	NFKB2	 	transcription regulator	 	-0.816	bias	1.54E-03	DPT,FAP,IGFBP4,KCNMB4,SCN9A,SELL	 
Doxo21 vs Doxo3	TEAD2	 	transcription regulator	 	 	 	1.55E-03	COL3A1,PCDH18,THBS1	 
Palbo28 vs Cycling0	SMAD2	 	transcription regulator	 	0.837	bias	1.55E-03	COL1A2,FN1,SERPINE1,SYT7,TIMP3	57 (16)
Palbo3 vs Cycling0	NOTCH1	 	transcription regulator	 	0.341	 	1.56E-03	ANGPT1,CEBPD,COL1A1,COL1A2,PDGFRB,PTGS2,TGFB2,TGFB3	76 (20)
Palbo14 vs Palbo3	NCOA2	 	transcription regulator	 	-0.152	bias	1.56E-03	CCL5,MUC1,PTGS2,RGS2,SOD3	55 (16)
Doxo14 vs Doxo3	RFX1	 	transcription regulator	 	 	 	1.58E-03	CCL5,CHI3L1,COL1A1	 
Doxo14 vs Doxo3	CEBPA	 	transcription regulator	 	-1.000	 	1.58E-03	APLN,CHI3L1,COL1A1,GAS1,IGFBP4,RARRES2,THBS1	20 (6)
Doxo21 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	1.58E-03	COL1A1,SNAI1,TSC22D3	73 (18)
Palbo3 vs Cycling0	FOXO3	 	transcription regulator	 	1.530	 	1.58E-03	ANGPT1,APLN,DDIT4,DEPP1,IKZF2,PIK3IP1,TCIM,TGFB2,TNFSF10	54 (9)
Doxo21 vs Doxo3	BRCA1	 	transcription regulator	Inhibited	-2.156	 	1.59E-03	CCL5,COL18A1,DDIT4,SERPINE2,STAT5A	20 (3)
Palbo28 vs Palbo3	TP53	 	transcription regulator	 	-0.459	 	1.59E-03	AK4,BMF,CA9,CCN5,COL1A1,DUSP2,LDHA,NMU,PDGFRB,PDK1,PRKN,PTCH2,PTPRN,RNASE4,SMAD6,TGFB3,TIMP3,TNC,TNFSF10,VCAN	42 (13)
Palbo28 vs Cycling0	EP300	 	transcription regulator	Activated	2.027	bias	1.61E-03	ANGPT1,BDKRB2,BMF,CA12,COL1A2,FN1,PTGS2,SERPINE1,SMAD6,TNC	60 (15)
Palbo28 vs Cycling0	GLIS1	 	transcription regulator	 	 	 	1.63E-03	CHI3L1,COL1A2,TIMP3	 
Doxo14 vs Doxo3	SMAD3	 	transcription regulator	Inhibited	-2.386	 	1.65E-03	CARMN,COL1A1,COL3A1,PCOLCE,SERPINE2,THBS1	28 (11)
Doxo14 vs Cycling0	USF2	 	transcription regulator	 	 	 	1.68E-03	APLN,CHI3L1,SPEG,THBS1	 
Doxo14 vs Doxo3	KLF4	 	transcription regulator	 	-0.709	 	1.70E-03	ADGRE1,COL1A1,DLL1,EFEMP1,PCDH18,THBS1	 
Doxo21 vs Doxo3	FOXP3	 	transcription regulator	 	 	 	1.70E-03	CCL5,ID2,IGFBP4,IKZF2,NRN1	23 (4)
Doxo21 vs Cycling0	NOTCH1	 	transcription regulator	 	-1.717	 	1.70E-03	COL1A1,DLL1,IGFBP4,LDHA,PDGFRB,SNAI1,TAGLN	68 (17)
Palbo14 vs Cycling0	SNAI2	 	transcription regulator	 	-0.436	 	1.70E-03	FN1,KRT18,MIR210HG,MUC1,SNAI1,TAGLN	90 (12)
Palbo14 vs Cycling0	HNF1B	 	transcription regulator	 	-1.633	bias	1.71E-03	COL5A1,COL5A2,FN1,LUM,RNASE4,SNAI1,SPARC	66 (7)
Palbo28 vs Cycling0	CEBPD	0.960	transcription regulator	Activated	2.200	bias	1.72E-03	COL1A2,DEPP1,FN1,PTGS2,TNC	57 (13)
Palbo14 vs Palbo3	SOX2	 	transcription regulator	 	-1.709	 	1.72E-03	CCL5,CCN4,CCN5,CHST15,EFEMP1,PDK1,TGFB3,TIMP3	10 (2)
Doxo21 vs Doxo3	TEAD3	 	transcription regulator	 	 	 	1.73E-03	COL3A1,PCDH18,THBS1	 
Doxo21 vs Doxo3	LCOR	 	transcription regulator	 	 	 	1.74E-03	IGFBP4,MUC1	 
Doxo14 vs Cycling0	GLIS2	 	transcription regulator	 	 	 	1.75E-03	COL1A1,SNAI1,SPARC	 
Palbo14 vs Cycling0	REST	 	transcription regulator	 	 	 	1.77E-03	FGF14,JAM2,NCAM2,PTPRN,SNAI1,SNAP25,SYT7	 
Palbo14 vs Palbo3	MRTFB	 	transcription regulator	 	1.980	bias	1.78E-03	ACTG2,CCL5,FN1,PDGFRL,PTGS2	30 (7)
Palbo14 vs Cycling0	CALR	 	transcription regulator	 	1.945	bias	1.78E-03	COL1A2,COL3A1,FN1,PTGS2	95 (20)
Doxo21 vs Cycling0	USF1	 	transcription regulator	 	 	 	1.79E-03	APLN,CBS,GPAM,LDHA	 
Palbo3 vs Cycling0	CEBPA	 	transcription regulator	 	-1.314	bias	1.81E-03	APLN,CEBPD,CHI3L1,COL1A1,COL1A2,PTGS2,RARRES2,TGFB2,TNFSF10,TSC22D3	60 (14)
Doxo14 vs Cycling0	NFATC1	 	transcription regulator	 	 	 	1.81E-03	COL1A1,GPC6,SELL,THBS1,TNFSF10	80 (14)
Palbo28 vs Cycling0	THAP11	 	transcription regulator	 	 	 	1.82E-03	P3H3,PRKN	 
Palbo14 vs Cycling0	SALL4	 	transcription regulator	Inhibited	-2.646	 	1.83E-03	CCN5,FN1,ITGB8,PCDHA4,SERPINE1,SLIT3,TNS1	70 (7)
Palbo3 vs Cycling0	HOXA10	 	transcription regulator	 	-0.640	bias	1.83E-03	COL3A1,DBP,INMT,KRT18,PDPN,WNT10B	 
Doxo21 vs Cycling0	ESRRA	 	transcription regulator	 	-1.914	bias	1.86E-03	ACTC1,APLN,COL1A1,EMILIN1,HSPB6,IGFBP4,LDHA,PLXND1	 
Doxo14 vs Cycling0	SOX1	 	transcription regulator	Activated	2.000	bias	1.86E-03	CHST15,EFEMP1,PCDH18,TGFB2	 
Palbo28 vs Palbo3	SMAD4	 	transcription regulator	 	 	 	1.87E-03	APLN,COL1A1,FSCN1,PDGFRB,SMAD6,TIMP3,TNC	37 (10)
Doxo21 vs Cycling0	POU5F1	 	transcription regulator	 	-1.806	bias	1.89E-03	CHST15,EFEMP1,LDHA,PCDH18,SNAI1,TET1,TNFRSF11B,TNFSF10	65 (10)
Palbo14 vs Palbo3	ETV5	 	transcription regulator	 	0.000	 	1.89E-03	CCL5,CHI3L1,FN1,TIMP3	 
Palbo14 vs Cycling0	NUPR1	 	transcription regulator	 	-0.277	bias	1.92E-03	ASIC1,COL1A2,COL3A1,FUT11,GBP2,HILPDA,PDK1,RAB17,RAB20,RFTN2,SERPINE1,SYTL2,TCAF2	 
Palbo14 vs Cycling0	TSC22D1	 	transcription regulator	 	 	 	1.93E-03	FN1,SERPINE1	75 (13)
Palbo14 vs Cycling0	NKRF	 	transcription regulator	 	 	 	1.93E-03	CCL5,PTGS2	65 (10)
Palbo3 vs Cycling0	MEF2D	 	transcription regulator	 	1.980	bias	1.94E-03	COL1A2,COL3A1,TGFB2,TGFB3	49 (6)
Doxo21 vs Cycling0	TAF4	 	transcription regulator	 	 	 	1.94E-03	DCN,GAS1,LUM,THBS1	 
Doxo21 vs Cycling0	FOXC2	 	transcription regulator	 	-1.982	bias	1.94E-03	COL1A1,DLL1,PDGFRB,SNAI1	 
Palbo14 vs Palbo3	HDAC3	 	transcription regulator	 	 	 	1.95E-03	ENPP2,LDHA,PTGS2,RNASE4	 
Palbo3 vs Cycling0	GLIS1	 	transcription regulator	 	 	 	1.97E-03	CHI3L1,COL1A2,SPARC	 
Palbo28 vs Cycling0	PAX3	 	transcription regulator	 	 	 	1.99E-03	COL1A2,FHL1,IFITM2,NMU,TIMP3,TNC	44 (7)
Palbo28 vs Palbo3	ATF4	 	transcription regulator	 	-0.537	 	2.01E-03	CA9,CEMIP,COL1A1,PRKN,TNFRSF11B	26 (5)
Palbo14 vs Cycling0	BRD7	 	transcription regulator	 	 	 	2.02E-03	FN1,SERPINE1,VCAN	87 (16)
Palbo28 vs Cycling0	WBP2	 	transcription regulator	 	0.447	 	2.02E-03	BMF,FHL1,KRT86,PTGS2,SPRY1	 
Doxo21 vs Doxo3	RAD21	 	transcription regulator	 	 	 	2.03E-03	PCDHGA10,PCDHGA7,THBS1	 
Doxo14 vs Cycling0	MEF2D	 	transcription regulator	 	-1.982	bias	2.05E-03	COL1A2,COL3A1,TGFB2,ZFP36	 
Palbo3 vs Cycling0	THAP11	 	transcription regulator	 	 	 	2.07E-03	P3H3,PRKN	 
Palbo3 vs Cycling0	GLI1	 	transcription regulator	 	0.765	 	2.09E-03	AKR1C3,CDH11,CHI3L1,COL1A1,DBP,HSD17B6,MMP11,PTCH2,PTGS2,TGFB2,WNT2B	 
Palbo14 vs Palbo3	JUN	 	transcription regulator	Activated	2.190	bias	2.13E-03	FN1,PDK1,PTGS2,PTPRN,SDK1,SPRY1,TIMP3,TNC	60 (20)
Doxo21 vs Doxo3	ZNF281	 	transcription regulator	 	 	 	2.14E-03	PTGS2,SERPINE1,THBS1	 
Doxo14 vs Cycling0	ZNF32	 	transcription regulator	 	 	 	2.14E-03	FAP,S100A4	 
Doxo3 vs Cycling0	FOXO3	 	transcription regulator	 	0.124	 	2.14E-03	DEPP1,NRP2,SELL,SERPINE1,SNAI1,TCIM,TGFB2,TNFSF10	67 (16)
Palbo28 vs Cycling0	TP73	 	transcription regulator	 	1.425	bias	2.14E-03	BDKRB2,CCN5,DDIT4,FN1,ITGB8,PDK1,PDPN,SERPINE1,SMO,TIMP3	52 (12)
Palbo28 vs Cycling0	EZH2	 	transcription regulator	 	0.659	 	2.14E-03	CCL5,CEMIP,COL1A2,FN1,JAM2,PIK3IP1,PTGS2,SPATA13,TIMP3,WNT10B	65 (21)
Doxo14 vs Doxo3	SP1	 	transcription regulator	 	 	 	2.16E-03	CBS,CCL5,CHI3L1,COL1A1,IGFBP4,MMP11,SERPINE2,THBS1	15 (4)
Doxo3 vs Cycling0	PRDM8	 	transcription regulator	 	 	 	2.18E-03	CDH11,NRP2	 
Palbo14 vs Palbo3	SMAD2	 	transcription regulator	 	1.225	bias	2.19E-03	CARMN,FN1,SYT7,TIMP3	31 (7)
Palbo14 vs Palbo3	HIC1	 	transcription regulator	 	 	 	2.19E-03	CA12,SNAP25,TMEM47	 
Doxo14 vs Doxo3	USF2	 	transcription regulator	 	 	 	2.21E-03	APLN,CHI3L1,THBS1	 
Palbo28 vs Cycling0	RBM14	 	transcription regulator	 	 	 	2.21E-03	HTRA1,PDK1	 
Palbo28 vs Palbo3	SMAD6	1.763	transcription regulator	 	 	 	2.22E-03	SMAD6,TGFB3	 
Palbo14 vs Cycling0	NFIC	 	transcription regulator	Activated	2.236	bias	2.23E-03	CHI3L1,COL6A1,COL6A2,HTRA1,RASSF9,STAT5A	 
Doxo14 vs Cycling0	SMAD2	 	transcription regulator	 	-1.966	bias	2.23E-03	CARMN,COL1A2,COL3A1,SNAI1,THBS1	88 (15)
Doxo14 vs Cycling0	SNAI2	 	transcription regulator	 	0.391	 	2.23E-03	COL1A1,MIR210HG,MUC1,SNAI1,TAGLN	41 (6)
Doxo3 vs Cycling0	EPAS1	 	transcription regulator	 	-1.253	bias	2.26E-03	CA12,CA9,CCN5,NRN1,SERPINE1,TNFRSF11B,WNT10B	 
Palbo14 vs Cycling0	MTA3	 	transcription regulator	 	 	 	2.26E-03	ACTC1,FN1,SNAI1	 
Palbo14 vs Cycling0	FOXF2	 	transcription regulator	 	 	 	2.26E-03	ACTG2,FN1,TAGLN	 
Doxo21 vs Doxo3	RCOR1	 	transcription regulator	 	 	 	2.28E-03	PTGS2,SERPINE1	 
Palbo14 vs Palbo3	FOXQ1	 	transcription regulator	 	 	 	2.29E-03	FN1,WNT10B	 
Palbo14 vs Cycling0	USF1	 	transcription regulator	 	 	 	2.31E-03	APLN,CHI3L1,P4HA1,PTGS2,SERPINE1	 
Palbo28 vs Cycling0	SOX2	 	transcription regulator	 	0.396	bias	2.33E-03	ANGPT1,CCL5,CCN5,CHST15,DKK3,LIMS2,PDK1,SERPINE1,TIMP3,TSPAN15	46 (7)
Palbo14 vs Cycling0	ZNF281	 	transcription regulator	 	1.000	bias	2.33E-03	FN1,PTGS2,SERPINE1,SNAI1	 
Doxo21 vs Doxo3	SP1	 	transcription regulator	 	-1.030	 	2.43E-03	CBS,CCL5,IGFBP4,MMP11,PTGS2,RECK,SERPINE1,SERPINE2,THBS1	46 (18)
Doxo21 vs Cycling0	SOX2	 	transcription regulator	 	0.103	bias	2.48E-03	CHST15,COL1A1,DLL1,EFEMP1,GJA1,PCDH18,SNAI1,TET1,VCAN	40 (4)
Doxo21 vs Cycling0	ARNT	 	transcription regulator	 	-1.342	bias	2.49E-03	CA9,GAS1,LDHA,PCDH18,TSC22D3	 
Palbo28 vs Cycling0	FOXL2	 	transcription regulator	 	 	 	2.50E-03	HMCN1,PTGS2,SMAD6,SPRY1	33 (7)
Palbo28 vs Cycling0	FEV	 	transcription regulator	Activated	2.000	bias	2.50E-03	CNTN1,HTRA1,JAM2,VTN	 
Doxo14 vs Doxo3	SMAD7	 	transcription regulator	 	1.945	 	2.52E-03	CCL5,COL1A1,COL3A1,EFEMP1	22 (6)
Palbo14 vs Cycling0	TAF4	 	transcription regulator	 	 	 	2.53E-03	CDH11,DCN,GAS6,LUM,THBS2	 
Palbo28 vs Cycling0	MYCN	 	transcription regulator	 	-1.964	 	2.54E-03	ABCA6,CDH11,DKK3,FN1,PDK1,PRKN,SERPINE1,SLIT3	 
Doxo14 vs Doxo3	HOXD3	 	transcription regulator	 	 	 	2.54E-03	COL1A1,THBS1	 
Doxo14 vs Doxo3	ARID1A	 	transcription regulator	 	-1.767	 	2.54E-03	APLN,CCN5,COL1A1,COL5A1,EDIL3,GAS1,THBS1	30 (15)
Doxo3 vs Cycling0	NOTCH1	 	transcription regulator	 	-0.420	 	2.56E-03	AKR1C2,DLL1,PDGFRB,SERPINE1,SNAI1,TAGLN,TGFB2	55 (15)
Palbo14 vs Palbo3	SMAD6	1.353	transcription regulator	 	 	 	2.57E-03	SMAD6,TGFB3	 
Palbo28 vs Cycling0	MYB	 	transcription regulator	Activated	2.190	bias	2.60E-03	BMF,COL1A2,FN1,NMU,PTGS2,SLC16A4	62 (20)
Doxo14 vs Cycling0	ZIC5	 	transcription regulator	 	 	 	2.60E-03	PDGFD,SNAI1	 
Palbo28 vs Palbo3	SMAD3	 	transcription regulator	 	-0.458	 	2.60E-03	COL1A1,PCOLCE,TGFB3,TIMP3,TNC,VCAN	37 (10)
Palbo14 vs Palbo3	NEUROG1	 	transcription regulator	 	 	 	2.62E-03	CFH,CYSLTR2,FN1	 
Doxo14 vs Doxo3	TP73	 	transcription regulator	 	-0.870	 	2.63E-03	CCN5,COL1A1,DBP,DDIT4,IGFBP4,SERPINE2,THBS1	22 (7)
Palbo14 vs Cycling0	PRDM1	 	transcription regulator	 	0.351	 	2.64E-03	CA9,CFH,CHI3L1,DDIT4,MSC,SNAI1,SPRY1,TNFAIP6,TNFSF10	102 (11)
Palbo28 vs Cycling0	ATOH8	 	transcription regulator	 	 	 	2.64E-03	DCN,TIMP3	 
Palbo28 vs Cycling0	ZFP36L2	 	transcription regulator	 	 	 	2.64E-03	DDIT4,SNAP25	 
Palbo14 vs Cycling0	TCF7L1	-0.062	transcription regulator	 	-0.277	 	2.64E-03	ENPP2,FN1,HSPB6,JAM2,SPARC	 
Doxo21 vs Doxo3	RELA	 	transcription regulator	 	-0.756	 	2.70E-03	CBS,CCL5,IKZF2,LUM,MUC1,PTGS2,SERPINE2,STAT5A	33 (9)
Doxo21 vs Doxo3	LEF1	 	transcription regulator	 	0.000	 	2.74E-03	BAIAP3,CCL5,ID2,NRN1,PTGS2,SYTL2	25 (4)
Palbo14 vs Palbo3	ATF4	 	transcription regulator	 	1.069	bias	2.77E-03	CA9,FN1,PRKN,PTGS2,TNFRSF11B	40 (7)
Doxo14 vs Doxo3	SOX2	 	transcription regulator	 	0.956	 	2.80E-03	CCL5,CCN5,COL1A1,DLL1,EFEMP1,LIMS2,PCDH18	 
Doxo14 vs Cycling0	NFIC	 	transcription regulator	 	-1.342	bias	2.80E-03	CHI3L1,DUSP2,LDHA,RASSF9,STAT5A	 
