© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Palbo3	IFI16	 	transcription regulator	 	1.982	bias	1.76E-03	CD28,CXCL8,IL1B,VCAM1	52 (12)
Palbo28 vs Cycling0	RBPJ	 	transcription regulator	 	-0.378	bias	1.78E-03	ALDH1A2,BMP2,CCR7,CSF2,CSF3,IL1A,IL1B,IL36B,LIF	89 (18)
Doxo3 vs Cycling0	ISL1	 	transcription regulator	 	1.342	bias	1.79E-03	ABCC8,CSF2,HOXC8,IL1A,IL1B	 
Doxo14 vs Cycling0	POU2F1	 	transcription regulator	 	 	 	1.80E-03	CXCL8,ESR1,SAA1,TLR4,TNFAIP3,VCAM1	 
Doxo21 vs Doxo3	HIF1A	 	transcription regulator	Activated	2.773	bias	1.81E-03	ABCC8,CSF2,CXCL8,FLT1,H2AC6,H2BC12,IL1A,IL1B,MMP1,NEFL,SULF1,VCAM1	52 (17)
Palbo14 vs Palbo3	SP1	 	transcription regulator	Activated	2.219	bias	1.84E-03	CD28,CXCL8,ESR1,IL1A,IL1B,KCNQ3,MMP1,NOX4,THBD,TNFAIP3	53 (18)
Palbo14 vs Cycling0	PPARGC1A	 	transcription regulator	 	-1.013	bias	1.84E-03	ACSL5,ACSL6,ANGPTL1,CD36,GLRX,IL1A,IL1B,LIF,PCSK5,SVEP1,UGT1A1,VCAM1	61 (17)
Palbo14 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	1.84E-03	CXCL8,IL1B,TNFAIP3	68 (17)
Doxo21 vs Cycling0	ACTN4	 	transcription regulator	 	 	 	1.84E-03	CXCL8,IL1B,MMP1	72 (10)
Palbo3 vs Cycling0	NFKBIE	 	transcription regulator	 	 	 	1.86E-03	CSF2,CSF3	31 (7)
Doxo14 vs Doxo3	NOTCH2	 	transcription regulator	 	 	 	1.86E-03	ADGRD1,C5AR1,IL1B,MYO5C	 
Palbo28 vs Palbo3	NFAT5	 	transcription regulator	 	0.005	 	1.86E-03	BMP2,CD28,CD36,CSF2,CSF3,IL1B,LIF,NOX4,TNFAIP3,VCAM1	59 (14)
Doxo14 vs Cycling0	RBPJ	 	transcription regulator	 	-0.378	bias	1.87E-03	ALDH1A2,BMP2,CCR7,CSF2,CSF3,IL1A,IL1B,IL36B,LIF	86 (17)
Palbo14 vs Palbo3	STAT5A	 	transcription regulator	 	 	 	1.87E-03	ALDH1A1,CD36,CSF3,ESR1,GCNT3,SERPINA3,SLCO2B1	 
Doxo3 vs Cycling0	BHLHE40	 	transcription regulator	Activated	2.931	bias	1.88E-03	CALCRL,CCR7,CP,CSF2,CSF3,GLRX,IRAK2,LIF,SLAMF7	65 (13)
Palbo3 vs Cycling0	BHLHE40	 	transcription regulator	Activated	2.128	bias	1.88E-03	CALCRL,CCR7,CFB,CP,CSF2,CSF3,IRAK2,SORBS2	47 (8)
Palbo3 vs Cycling0	RBPJ	 	transcription regulator	 	-0.447	 	1.88E-03	ALDH1A2,BMP2,CCR7,CSF2,CSF3,IL1B,IL36B	49 (14)
Doxo21 vs Doxo3	FLI1	 	transcription regulator	 	1.969	bias	1.92E-03	CSF2,CSF3,MMP1,PAPPA	 
Doxo3 vs Cycling0	KLF6	 	transcription regulator	Activated	2.763	bias	1.95E-03	BMP2,IL1A,IL1B,IRAK2,PSG3,SLAMF7,TNFAIP3,VCAM1	60 (14)
Palbo28 vs Palbo3	MIB2	 	transcription regulator	 	 	 	1.96E-03	CXCL8,TNFAIP3	36 (7)
Palbo28 vs Palbo3	HOXB7	 	transcription regulator	 	 	 	1.96E-03	CXCL1,CXCL8	27 (7)
Doxo14 vs Doxo3	GFI1	 	transcription regulator	 	-1.982	bias	1.97E-03	CXCL8,IL1A,IL1B,IRAK2,STAT4	54 (15)
Doxo21 vs Doxo3	SP1	 	transcription regulator	 	1.960	bias	2.00E-03	ABCC8,ADA,CD28,CEACAM1,CXCL8,FLT1,IL1A,IL1B,KCNQ3,MMP1,NOX5,THBD	56 (17)
Doxo21 vs Doxo3	IFI16	 	transcription regulator	 	1.982	bias	2.02E-03	CD28,CXCL8,IL1B,VCAM1	48 (14)
Palbo14 vs Palbo3	MTDH	 	transcription regulator	 	 	 	2.04E-03	AFP,CD36,CXCL8,IGFBP2,NOX4	45 (12)
Palbo28 vs Palbo3	PDX1	 	transcription regulator	 	 	 	2.08E-03	ABCC8,ARRDC4,GALNT18,IL1B,PDZK1IP1,ST18	 
Doxo21 vs Doxo3	HOXB7	 	transcription regulator	 	 	 	2.11E-03	CXCL1,CXCL8	20 (7)
Palbo28 vs Cycling0	NKX2-3	 	transcription regulator	 	1.446	 	2.13E-03	ADAP1,BMP2,CD36,CXCL8,FLRT2,HSD17B2,TMEM100,VCAM1	 
Palbo28 vs Cycling0	TSC22D1	 	transcription regulator	 	 	 	2.14E-03	CXCL8,IL1B	 
Palbo14 vs Palbo3	NFKB2	 	transcription regulator	 	1.069	bias	2.14E-03	BMP2,CXCL8,IL1B,SEMA3E,VCAM1	49 (17)
Doxo21 vs Cycling0	POU2F1	 	transcription regulator	 	 	 	2.15E-03	CXCL8,ESR1,SAA1,TLR4,TNFAIP3,VCAM1	 
Doxo14 vs Cycling0	TSC22D1	 	transcription regulator	 	 	 	2.17E-03	CXCL8,IL1B	 
Doxo3 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	2.17E-03	BMP2,PTX3,VCAM1	 
Palbo3 vs Cycling0	FOSL1	 	transcription regulator	 	1.176	 	2.20E-03	CSF3,IL1B,MMP1,PLXNB3,SERPINB2	40 (6)
Doxo21 vs Doxo3	IKZF2	 	transcription regulator	 	 	 	2.20E-03	CD28,CSF2,STAT4	 
Palbo28 vs Palbo3	RBPJ	 	transcription regulator	 	-1.342	 	2.21E-03	BMP2,CSF2,CSF3,IL1A,IL1B,IL36B,LIF	70 (19)
Doxo3 vs Cycling0	NKX2-3	 	transcription regulator	 	1.173	 	2.21E-03	BMP2,CD36,FLRT2,HSD17B2,SNHG9,TMEM100,VCAM1	 
Palbo3 vs Cycling0	ARID1A	 	transcription regulator	 	-1.107	 	2.23E-03	ALDH1A1,ALDH1A2,ARVCF,BMP2,CEACAM1,ESR1,IL1B,PAPPA,TG,TNNT2	10 (2)
Doxo14 vs Doxo3	ILF3	 	transcription regulator	 	0.000	bias	2.25E-03	CXCL1,CXCL8,IL1B,STAT4	38 (10)
Palbo3 vs Cycling0	ATF5	 	transcription regulator	 	 	 	2.26E-03	SAA1,SAA2	 
Palbo14 vs Palbo3	ISL1	 	transcription regulator	 	1.000	 	2.29E-03	CSF2,HOXC8,IL1A,IL1B	 
Palbo14 vs Palbo3	TFAP2E	 	transcription regulator	 	 	 	2.29E-03	CSF2,CXCL8	 
Palbo14 vs Palbo3	FOXH1	 	transcription regulator	 	 	 	2.29E-03	ALDH1A3,IL1A	 
Palbo28 vs Cycling0	NFKB2	 	transcription regulator	 	0.943	bias	2.29E-03	ALDH1A2,BMP2,CCR7,CXCL8,IL1B,SEMA3E,VCAM1	70 (13)
Palbo28 vs Cycling0	NFKBIB	 	transcription regulator	 	1.969	bias	2.31E-03	CXCL1,CXCL8,IL1B,VCAM1	62 (14)
Palbo14 vs Palbo3	SMAD3	 	transcription regulator	 	-0.726	bias	2.31E-03	BMP2,CSF2,ESR1,IL1B,MMP1,NOX4,PTX3	54 (21)
Palbo14 vs Palbo3	HOXA5	 	transcription regulator	 	 	 	2.31E-03	CXCL8,LIF,PTX3	 
Doxo21 vs Cycling0	TSC22D1	 	transcription regulator	 	 	 	2.32E-03	CXCL8,IL1B	 
Doxo3 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.912	 	2.32E-03	BMP2,CSF2,DHRS3,FLT1,HOXC8,HSD17B2,IL1A	 
Palbo28 vs Palbo3	ID1	 	transcription regulator	 	1.342	 	2.33E-03	ABI3BP,ALDH1A1,CEACAM1,STAT4,STRA6	 
Palbo28 vs Cycling0	SRF	 	transcription regulator	 	1.109	bias	2.36E-03	BMP2,FLT1,GCKR,LIF,NEBL,NOX4,PCDH15,SERPINB10,SERPINB2,SERPIND1,TNNT2	 
Doxo3 vs Cycling0	JUNB	 	transcription regulator	 	1.949	bias	2.36E-03	C5AR1,CSF2,CSF3,IL1B,MMP1,TNFRSF8	68 (13)
Palbo28 vs Palbo3	NCOA2	 	transcription regulator	 	-0.640	bias	2.36E-03	BMP2,IL1A,IL1B,LIF,SLC3A1,TMEM100	54 (14)
Doxo14 vs Cycling0	NFKBIB	 	transcription regulator	 	1.969	bias	2.37E-03	CXCL1,CXCL8,IL1B,VCAM1	60 (15)
Doxo21 vs Cycling0	RBPJ	 	transcription regulator	 	-0.378	bias	2.37E-03	ALDH1A2,BMP2,CCR7,CSF2,CSF3,IL1A,IL1B,IL36B,LIF	92 (18)
Doxo3 vs Cycling0	HLX	 	transcription regulator	 	 	 	2.37E-03	BMP2,KYNU,PAPPA	 
Doxo14 vs Doxo3	MAFA	 	transcription regulator	 	 	 	2.38E-03	ABCC8,CSF3,GCKR,IL1A,PTGER3	 
Palbo28 vs Palbo3	ATF5	 	transcription regulator	 	 	 	2.39E-03	SAA1,SAA2	 
Doxo14 vs Cycling0	NFKB2	 	transcription regulator	 	0.943	bias	2.39E-03	ALDH1A2,BMP2,CCR7,CXCL8,IL1B,SEMA3E,VCAM1	70 (14)
Doxo21 vs Cycling0	FOS	 	transcription regulator	Activated	2.190	bias	2.43E-03	ABCG8,ALDH1A3,CSF3,CXCL8,FZD3,IKZF3,IL1A,IL1B,MMP1,SEMA3E,SERPINB2,SLAMF7,TREM1,VAV3,VCAM1	90 (17)
Palbo14 vs Palbo3	HOXA13	 	transcription regulator	 	 	 	2.44E-03	ALDH1A1,BMP2,CXCL8	 
Palbo28 vs Cycling0	SALL4	 	transcription regulator	 	0.816	 	2.44E-03	CXCL1,FLT1,IL1B,LRRC4,MMP1,PLA2G4C,VAV3	56 (11)
Palbo14 vs Palbo3	FOXA2	 	transcription regulator	 	1.067	bias	2.46E-03	AFP,ALDH1A3,CD36,IL13RA2,MMP1,SLCO2B1,ST18,ZG16B	 
Palbo3 vs Cycling0	RELB	 	transcription regulator	 	-1.473	bias	2.49E-03	ALDH1A2,CSF2,ESR1,IL1B,NEBL	 
Palbo14 vs Cycling0	ISL1	 	transcription regulator	 	1.342	bias	2.54E-03	ABCC8,CSF2,HOXC8,IL1A,IL1B	 
Palbo28 vs Palbo3	VHL	 	transcription regulator	 	 	 	2.54E-03	ALDH1A1,CDKL3,DUOX2,IL1B,NOX4,VCAM1	50 (15)
Doxo21 vs Doxo3	ATF5	 	transcription regulator	 	 	 	2.57E-03	SAA1,SAA2	 
Doxo14 vs Doxo3	EZH2	 	transcription regulator	Activated	2.828	 	2.64E-03	CSF2,CSF3,CTNNA2,CXCL1,CXCL8,LAMC2,SAA1,SAA2,SULF1	39 (15)
Palbo28 vs Palbo3	BCL3	 	transcription regulator	 	 	 	2.64E-03	CXCL8,IL1A,IL1B,TNFAIP3	59 (19)
Doxo21 vs Cycling0	NFKBIB	 	transcription regulator	 	1.969	bias	2.69E-03	CXCL1,CXCL8,IL1B,VCAM1	64 (14)
Doxo14 vs Doxo3	TFAP2E	 	transcription regulator	 	 	 	2.70E-03	CSF2,CXCL8	 
Palbo14 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	2.72E-03	BMP2,PTX3,VCAM1	 
Doxo21 vs Doxo3	ID1	 	transcription regulator	 	1.342	 	2.74E-03	ABI3BP,ALDH1A1,CEACAM1,STAT4,STRA6	 
Doxo21 vs Cycling0	NKX2-3	 	transcription regulator	 	1.446	 	2.77E-03	ADAP1,BMP2,CD36,CXCL8,HSD17B2,SNHG9,TMEM100,VCAM1	 
Doxo21 vs Doxo3	WBP2	 	transcription regulator	 	-1.342	 	2.83E-03	ADAMTS14,CSF3,CXCL1,CXCL8,IL1B	42 (7)
Palbo28 vs Palbo3	ARRB1	 	transcription regulator	 	 	 	2.85E-03	CXCL8,IL1B,VCAM1	59 (19)
Palbo28 vs Palbo3	FOXL2	 	transcription regulator	 	1.987	bias	2.88E-03	BMP2,LIF,SERPINB2,TNFAIP3	 
Palbo28 vs Palbo3	FEV	 	transcription regulator	Activated	2.000	bias	2.88E-03	ENKUR,NMNAT2,SEMA3E,VCAM1	 
Palbo28 vs Cycling0	NFE2L2	 	transcription regulator	 	-0.208	bias	2.88E-03	ACSL5,BMP2,C5AR1,CD36,CP,CXCL8,IL1A,IL1B,JPH2,LIF,MST1R,SERPINB2,SERPIND1,SLC16A2,SLC3A1,UGT1A1,VCAM1	91 (14)
Palbo28 vs Cycling0	ID1	 	transcription regulator	 	1.633	 	2.88E-03	ABI3BP,ALDH1A1,CEACAM1,STAT4,STRA6,TG	 
Doxo21 vs Cycling0	NFKB2	 	transcription regulator	 	0.943	bias	2.91E-03	ALDH1A2,BMP2,CCR7,CXCL8,IL1B,SEMA3E,VCAM1	81 (16)
Palbo28 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	2.91E-03	CXCL8,IL1B,TNFAIP3	77 (15)
Doxo14 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	2.97E-03	CXCL8,IL1B,TNFAIP3	77 (17)
Palbo14 vs Cycling0	ETV7	 	transcription regulator	 	 	 	2.97E-03	CFB,CXCL8,TNFAIP3	43 (7)
Doxo14 vs Cycling0	ID1	 	transcription regulator	 	1.633	 	2.99E-03	ABI3BP,ALDH1A1,CEACAM1,STAT4,STRA6,TG	 
Palbo28 vs Cycling0	WBP2	 	transcription regulator	 	-1.342	 	2.99E-03	ADAMTS14,CSF3,CXCL1,CXCL8,ESR1,IL1B	61 (7)
Palbo28 vs Cycling0	IRF2	 	transcription regulator	 	0.681	bias	2.99E-03	CEACAM1,CFB,IL1B,SLCO2B1,TLR4,VCAM1	57 (7)
Palbo3 vs Cycling0	NFKBIZ	 	transcription regulator	 	 	 	3.01E-03	CSF2,CSF3,IL1B	40 (8)
Palbo3 vs Cycling0	HMGB2	 	transcription regulator	 	 	 	3.01E-03	CSF3,IL1B,MMP1	11 (2)
Doxo3 vs Cycling0	NFKB2	 	transcription regulator	 	0.557	bias	3.07E-03	ALDH1A2,BMP2,CCR7,IL1B,SEMA3E,VCAM1	58 (15)
Doxo14 vs Cycling0	SP1	 	transcription regulator	Activated	2.779	bias	3.08E-03	ABCC8,ADA,CD28,CEACAM1,CXCL8,ESR1,FLT1,IL1A,IL1B,KCNQ3,MMP1,MST1R,NOX4,THBD,TNFAIP3	75 (16)
Doxo14 vs Doxo3	BHLHE40	 	transcription regulator	Activated	2.574	bias	3.08E-03	CFB,CP,CSF2,CSF3,IRAK2,LIF,SLAMF7	55 (14)
Doxo21 vs Cycling0	SALL4	 	transcription regulator	 	0.816	 	3.09E-03	CXCL1,FLT1,IL1B,LRRC4,MMP1,PLA2G4C,VAV3	70 (15)
Doxo14 vs Cycling0	WBP2	 	transcription regulator	 	-1.342	 	3.10E-03	ADAMTS14,CSF3,CXCL1,CXCL8,ESR1,IL1B	59 (7)
Doxo14 vs Cycling0	IRF2	 	transcription regulator	 	0.681	bias	3.10E-03	CEACAM1,CFB,IL1B,SLCO2B1,TLR4,VCAM1	55 (7)
Doxo14 vs Doxo3	HIF1A	 	transcription regulator	 	1.528	bias	3.10E-03	ABCC8,CSF2,CXCL8,H2AC6,H2BC12,IL1A,IL1B,MMP1,NEFL,SULF1	43 (15)
Doxo14 vs Cycling0	NFE2L2	 	transcription regulator	 	-0.208	bias	3.10E-03	ACSL5,BMP2,C5AR1,CD36,CP,CXCL8,IL1A,IL1B,JPH2,LIF,MST1R,SERPINB2,SERPIND1,SLC16A2,SLC3A1,UGT1A1,VCAM1	89 (14)
Doxo3 vs Cycling0	VDR	 	transcription regulator	 	-0.342	 	3.11E-03	BMP2,CD36,CSF2,IL1A,IL1B,SLC51A,STAT4,TMEM100	67 (16)
Palbo14 vs Cycling0	JUN	 	transcription regulator	Activated	2.314	bias	3.17E-03	C5AR1,CSF2,CSF3,CXCL1,CXCL8,IL1A,IL1B,LIF,MMP1,PTX3,SAA1,VCAM1	71 (14)
Doxo21 vs Doxo3	ARRB1	 	transcription regulator	 	 	 	3.17E-03	CXCL8,IL1B,VCAM1	57 (21)
Doxo3 vs Cycling0	AIRE	 	transcription regulator	 	 	 	3.17E-03	BMP2,SAG,TG,TNFAIP3,VCAM1	 
Palbo14 vs Cycling0	MIB2	 	transcription regulator	 	 	 	3.28E-03	CXCL8,TNFAIP3	62 (14)
Palbo14 vs Cycling0	HOXB7	 	transcription regulator	 	 	 	3.28E-03	CXCL1,CXCL8	35 (7)
Doxo21 vs Cycling0	ECSIT	 	transcription regulator	 	 	 	3.28E-03	CXCL8,IL1B,TNFAIP3	81 (16)
Doxo21 vs Doxo3	NFE2L2	 	transcription regulator	 	-0.474	bias	3.28E-03	ACSL5,C5AR1,CP,CXCL8,IL1A,IL1B,LIF,SERPINB2,SERPIND1,SLC16A2,SLC3A1,UGT1A1,VCAM1	64 (16)
Doxo3 vs Cycling0	POU2F1	 	transcription regulator	 	 	 	3.29E-03	ESR1,SAA1,TLR4,TNFAIP3,VCAM1	 
Doxo21 vs Doxo3	RELB	 	transcription regulator	 	0.365	bias	3.30E-03	CSF2,CXCL8,IL1B,NEBL,STAT4	36 (7)
Doxo21 vs Doxo3	EGR1	 	transcription regulator	Activated	2.187	bias	3.30E-03	CXCL8,FLT1,IL1B,NEFL,TLR4,VCAM1	61 (17)
Palbo14 vs Palbo3	PDX1	 	transcription regulator	 	 	 	3.34E-03	ARRDC4,GALNT18,IL1B,PTGER3,ST18	 
Palbo28 vs Cycling0	STAT6	 	transcription regulator	 	0.049	bias	3.38E-03	ADAP1,ALDH2,CCR7,DUOX2,FLRT2,IL13RA2,IL1A,IL1B,LIF,PARM1,STAT4,TNFRSF8,VCAM1	86 (16)
Doxo3 vs Cycling0	IFI16	 	transcription regulator	 	1.067	bias	3.38E-03	CD28,ESR1,IL1B,VCAM1	22 (5)
Doxo3 vs Cycling0	KCNIP3	 	transcription regulator	 	0.895	 	3.38E-03	CCR7,CD28,IL1B,TNFAIP3	34 (7)
Palbo28 vs Palbo3	SMAD4	 	transcription regulator	 	-1.009	 	3.39E-03	AFP,BMP2,CSF3,IGFBP2,IL1A,IL1B,MMP1,PRR5L,PTX3	59 (15)
Doxo3 vs Cycling0	ATF5	 	transcription regulator	 	 	 	3.41E-03	SAA1,SAA2	 
Doxo14 vs Doxo3	NFKBIB	 	transcription regulator	 	 	 	3.44E-03	CXCL1,CXCL8,IL1B	39 (15)
Palbo28 vs Cycling0	ILF3	 	transcription regulator	 	-0.447	bias	3.45E-03	ALDH1A2,CXCL1,CXCL8,IL1B,STAT4	55 (7)
Palbo3 vs Cycling0	CEBPB	 	transcription regulator	 	1.430	bias	3.52E-03	ALDH1A1,ALDH1A2,CP,CSF3,H4C16,IL1B,MMP1,PI3,SAA2,SBSN,SERPINB2	36 (7)
Doxo21 vs Cycling0	ID1	 	transcription regulator	 	1.633	 	3.55E-03	ABI3BP,ALDH1A1,CEACAM1,STAT4,STRA6,TG	 
Doxo14 vs Cycling0	ILF3	 	transcription regulator	 	-0.447	bias	3.56E-03	ALDH1A2,CXCL1,CXCL8,IL1B,STAT4	54 (7)
Doxo3 vs Cycling0	SMAD4	 	transcription regulator	 	-0.867	 	3.56E-03	BMP2,CSF3,FLT1,IGFBP2,IL1A,IL1B,MMP1,MST1R,PRR5L,PTX3	61 (12)
Palbo14 vs Cycling0	TP63	 	transcription regulator	 	0.940	 	3.60E-03	ALDH1A3,CXCL8,FAT2,HLA-DPA1,HLA-DRB1,IL1A,IL1B,LAMC2,LIF,NEBL,PI3,TG,UGT1A1,VNN1	76 (21)
Palbo14 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.912	 	3.61E-03	BMP2,CSF2,DHRS3,FLT1,HOXC8,HSD17B2,IL1A	 
Palbo28 vs Palbo3	IRF3	 	transcription regulator	 	0.332	bias	3.62E-03	CXCL1,CXCL8,IL1A,IL1B,TNFAIP3,VCAM1	57 (16)
Palbo3 vs Cycling0	BTG2	 	transcription regulator	 	 	 	3.63E-03	CSF2,IL1B,MMP1	39 (11)
Doxo21 vs Cycling0	WBP2	 	transcription regulator	 	-1.342	 	3.68E-03	ADAMTS14,CSF3,CXCL1,CXCL8,ESR1,IL1B	62 (7)
Doxo21 vs Cycling0	IRF2	 	transcription regulator	 	0.681	bias	3.68E-03	CEACAM1,CFB,IL1B,SLCO2B1,TLR4,VCAM1	59 (7)
Palbo14 vs Palbo3	NCOA2	 	transcription regulator	 	-1.109	bias	3.72E-03	BMP2,IL1A,IL1B,LIF,TMEM100	57 (17)
Doxo21 vs Doxo3	FOS	 	transcription regulator	Activated	2.513	bias	3.72E-03	CSF3,CXCL8,FLRT2,IL1A,IL1B,MMP1,SERPINB2,SLAMF7,TREM1,VAV3,VCAM1	55 (15)
Doxo21 vs Doxo3	EZH2	 	transcription regulator	Activated	2.333	 	3.74E-03	CSF2,CSF3,CTNNA2,CXCL1,CXCL8,FLT1,SAA1,SAA2,SERPINA1,SULF1	54 (18)
Palbo14 vs Palbo3	NFATC1	 	transcription regulator	 	 	 	3.78E-03	CSF2,IL1B,NOX4,VCAM1	56 (21)
Doxo21 vs Doxo3	MYB	 	transcription regulator	 	-1.067	bias	3.80E-03	ADA,CSF2,CSF3,IL1A,LIF,MMP1	51 (16)
Doxo14 vs Doxo3	RBPJ	 	transcription regulator	 	-1.000	 	3.83E-03	CSF2,CSF3,IL1A,IL1B,IL36B,LIF	50 (15)
Palbo14 vs Palbo3	MGA	 	transcription regulator	 	 	 	3.84E-03	ALDH1A3,CP,KBTBD11	 
Palbo3 vs Cycling0	CITED2	 	transcription regulator	 	-1.720	bias	3.85E-03	C5AR1,FLT1,IL1B,KYNU,MMP1,SERPINB2	46 (8)
Doxo21 vs Doxo3	MEOX2	 	transcription regulator	 	 	 	3.86E-03	CXCL1,CXCL8,VCAM1	35 (7)
Palbo28 vs Cycling0	CEBPA	 	transcription regulator	 	0.389	bias	3.90E-03	CSF3,CXCL8,FLT1,GLRX,IKZF3,KLRC1,OAS2,PTX3,SBSN,SEMA3E,SERPINB2,THBD	86 (17)
Palbo28 vs Palbo3	TFAP2E	 	transcription regulator	 	 	 	3.90E-03	CSF2,CXCL8	 
Palbo28 vs Palbo3	FOXH1	 	transcription regulator	 	 	 	3.90E-03	ALDH1A3,IL1A	 
Doxo3 vs Cycling0	STAT6	 	transcription regulator	 	1.178	bias	3.92E-03	CCR7,DUOX2,FLRT2,IL13RA2,IL1A,IL1B,KMO,LIF,STAT4,TNFRSF8,VCAM1	60 (15)
Palbo14 vs Cycling0	YAP1	 	transcription regulator	 	1.963	bias	3.93E-03	ALDH1A2,BMP2,CCR7,CD36,CORIN,CSF2,CSF3,CXCL8,ESR1,IL1A,IL1B,TNFAIP3,VCAM1	69 (20)
Palbo14 vs Palbo3	VHL	 	transcription regulator	 	 	 	3.96E-03	ALDH1A1,CDKL3,IL1B,NOX4,VCAM1	45 (15)
Doxo21 vs Doxo3	IRF4	 	transcription regulator	 	0.651	 	3.98E-03	ADA,CD28,CSF2,FLT1,IL1B,TNFRSF8	47 (13)
Palbo14 vs Cycling0	ATF5	 	transcription regulator	 	 	 	3.98E-03	SAA1,SAA2	 
Doxo14 vs Doxo3	BCL10	 	transcription regulator	 	 	 	3.99E-03	CSF2,CXCL8	31 (15)
Palbo14 vs Palbo3	HDAC3	 	transcription regulator	 	 	 	4.00E-03	BMP2,CD36,CXCL8,IL1B	51 (19)
Palbo3 vs Cycling0	ZBTB10	 	transcription regulator	 	0.130	bias	4.03E-03	CCR7,ESR1,FLT1,IL1B,TNFRSF8	 
Palbo28 vs Cycling0	FOSL2	 	transcription regulator	 	 	 	4.04E-03	CSF2,CXCL8,MMP1,SERPINB2	83 (15)
Palbo14 vs Cycling0	SOX11	 	transcription regulator	Activated	2.425	bias	4.04E-03	ADAM21,ADAMTS4,BMP2,CDH26,CP,IKZF3	 
Doxo14 vs Cycling0	CEBPA	 	transcription regulator	 	0.389	bias	4.13E-03	CSF3,CXCL8,FLT1,GLRX,IKZF3,KLRC1,OAS2,PTX3,SBSN,SEMA3E,SERPINB2,THBD	82 (16)
Doxo21 vs Cycling0	ILF3	 	transcription regulator	 	-0.447	bias	4.14E-03	ALDH1A2,CXCL1,CXCL8,IL1B,STAT4	57 (7)
Palbo3 vs Cycling0	SRF	 	transcription regulator	 	 	 	4.14E-03	BMP2,FLT1,GCKR,NEBL,PCDH15,SERPINB10,SERPINB2,TNNT2	 
Doxo14 vs Cycling0	FOSL2	 	transcription regulator	 	 	 	4.15E-03	CSF2,CXCL8,MMP1,SERPINB2	76 (15)
Doxo21 vs Doxo3	STAT6	 	transcription regulator	 	0.915	bias	4.16E-03	ADAP1,FLRT2,IL1A,IL1B,KMO,LIF,PARM1,STAT4,TNFRSF8,VCAM1	55 (14)
Doxo21 vs Doxo3	NOTCH2	 	transcription regulator	 	 	 	4.18E-03	ADGRD1,C5AR1,IL1B,MYO5C	 
Doxo21 vs Doxo3	TFAP2E	 	transcription regulator	 	 	 	4.20E-03	CSF2,CXCL8	 
Palbo14 vs Palbo3	MRTFB	 	transcription regulator	 	 	 	4.22E-03	COL9A2,FLRT2,SERPINB10,SERPINB2,SULF1	 
Doxo14 vs Doxo3	NFE2L2	 	transcription regulator	 	-0.513	bias	4.24E-03	ACSL5,C5AR1,CP,CXCL8,IL1A,IL1B,LIF,SERPINB2,SERPIND1,SLC16A2,UGT1A1	55 (16)
Palbo28 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	4.27E-03	BMP2,PTX3,VCAM1	 
Doxo21 vs Doxo3	IRF3	 	transcription regulator	 	1.253	bias	4.36E-03	CXCL1,CXCL8,IL1A,IL1B,TLR4,VCAM1	45 (13)
Palbo14 vs Palbo3	EP300	 	transcription regulator	 	0.728	bias	4.36E-03	CD36,CSF3,CXCL8,KMO,LAMC2,MMP1,NEBL,TNFAIP3	51 (15)
Doxo14 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	4.36E-03	BMP2,PTX3,VCAM1	 
Palbo14 vs Palbo3	RFX1	 	transcription regulator	 	 	 	4.40E-03	CXCL8,IL1A,IL1B	36 (9)
Palbo28 vs Palbo3	ILF3	 	transcription regulator	 	0.000	bias	4.41E-03	CXCL1,CXCL8,IL1B,STAT4	45 (7)
Doxo21 vs Cycling0	NFE2L2	 	transcription regulator	 	-0.208	bias	4.42E-03	ACSL5,BMP2,C5AR1,CD36,CP,CXCL8,IL1A,IL1B,JPH2,LIF,MST1R,SERPINB2,SERPIND1,SLC16A2,SLC3A1,UGT1A1,VCAM1	97 (16)
Palbo14 vs Cycling0	AIRE	 	transcription regulator	 	 	 	4.45E-03	BMP2,SAG,TG,TNFAIP3,VCAM1	 
Palbo14 vs Cycling0	KCNIP3	 	transcription regulator	 	0.895	 	4.48E-03	CCR7,CD28,IL1B,TNFAIP3	25 (7)
Palbo28 vs Cycling0	MIB2	 	transcription regulator	 	 	 	4.49E-03	CXCL8,TNFAIP3	58 (11)
Palbo28 vs Cycling0	HOXB7	 	transcription regulator	 	 	 	4.49E-03	CXCL1,CXCL8	39 (7)
Palbo28 vs Palbo3	ATF4	 	transcription regulator	Activated	2.164	bias	4.51E-03	CXCL1,CXCL8,IGFBP2,NOX4,PTX3,TNIP1	29 (7)
