© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Palbo3	PBX1	 	transcription regulator	 	 	 	3.23E-02	CDKN1A,CYBB	 
Doxo21 vs Doxo3	EBF1	 	transcription regulator	 	 	 	3.23E-02	INPP5D,PPARGC1A,PRDM1	 
Doxo14 vs Doxo3	PAX3	 	transcription regulator	 	 	 	3.24E-02	CDH3,SFN,TFPI2	 
Palbo14 vs Palbo3	SPIB	 	transcription regulator	 	 	 	3.24E-02	ARMC3,ATF3,BTK	 
Palbo28 vs Cycling0	RELA	 	transcription regulator	 	-1.157	 	3.24E-02	BACH2,BTG2,CDKN1A,CYBB,CYP3A4,EOMES,GDF15,NR1I3,PMAIP1	 
Doxo21 vs Cycling0	SMAD4	 	transcription regulator	 	1.405	 	3.25E-02	BTLA,CDH3,CDKN1A,HGF,IL22RA1,INHBA,INPP5D,ITGA9,VIP	 
Palbo28 vs Cycling0	CMTM2	 	transcription regulator	 	 	 	3.25E-02	CYP11A1	 
Palbo28 vs Cycling0	ZXDC	 	transcription regulator	 	 	 	3.25E-02	ITGAM	 
Palbo28 vs Cycling0	LBX1	 	transcription regulator	 	 	 	3.25E-02	DRGX	 
Palbo28 vs Cycling0	SP6	 	transcription regulator	 	 	 	3.25E-02	SPHK1	 
Palbo14 vs Palbo3	MTDH	 	transcription regulator	 	 	 	3.26E-02	CDKN1A,FTCD,PGF,UCP2	 
Doxo21 vs Cycling0	HOXB13	 	transcription regulator	 	 	 	3.26E-02	CDKN1A,SPINK1	 
Doxo14 vs Cycling0	MLX	 	transcription regulator	 	 	 	3.28E-02	ATF3,CCN3,EOMES	 
Palbo14 vs Palbo3	MEIS1	 	transcription regulator	 	 	 	3.28E-02	BAZ2B,CDKN1A	 
Doxo21 vs Doxo3	MTDH	 	transcription regulator	 	 	 	3.28E-02	GPC3,LY6D,UCP2	 
Palbo3 vs Cycling0	TP53	 	transcription regulator	 	-1.745	 	3.28E-02	ACER2,AREG,ATF3,BTK,CDH3,CEL,DINOL,FXYD3,GDF15,GPR87,HERC5,HHIP,KITLG,MYH16,PDE2A,PPARGC1A,PTPRU,SFN,SPATA18,SPHK1,ST14,TEX15,TFPI2,TTN,TYMSOS	 
Palbo28 vs Palbo3	FOXC1	 	transcription regulator	 	-1.000	 	3.30E-02	CSTA,DSG3,IFI30,SFN	 
Palbo3 vs Cycling0	MYBBP1A	 	transcription regulator	 	 	 	3.34E-02	PPARGC1A	 
Palbo3 vs Cycling0	ELOA	 	transcription regulator	 	 	 	3.34E-02	ATF3	 
Palbo14 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	3.35E-02	CACNA1C,CDKN1A	 
Doxo14 vs Cycling0	HMG20A	 	transcription regulator	Activated	2.000	bias	3.36E-02	ATF3,GCH1,INHBA,RTP4	 
Doxo14 vs Cycling0	QKI	 	transcription regulator	 	0.832	bias	3.36E-02	ATP6V0D2,CDKN1A,PPARGC1A,THBS4	 
Palbo28 vs Palbo3	EBF1	 	transcription regulator	 	 	 	3.36E-02	ADIPOQ,ITK,PPARGC1A,SHC4	 
Doxo21 vs Cycling0	LEF1	 	transcription regulator	 	0.378	 	3.37E-02	ADIPOQ,CDKN1A,GNAO1,KCNJ3,LY6D,PMAIP1,VSTM2A	 
Doxo14 vs Cycling0	MED12	 	transcription regulator	 	 	 	3.37E-02	GDF15,KITLG	 
Doxo14 vs Cycling0	ERF	 	transcription regulator	 	 	 	3.37E-02	COL17A1,NOTCH4	 
Palbo28 vs Palbo3	MEIS1	 	transcription regulator	 	 	 	3.38E-02	BAZ2B,CDKN1A	 
Doxo21 vs Doxo3	SATB1	 	transcription regulator	 	 	 	3.38E-02	BTLA,CYBB,GDF15	 
Doxo14 vs Doxo3	SMAD3	 	transcription regulator	 	-1.969	bias	3.38E-02	COL7A1,ESR2,FZD8,JAG1	 
Doxo21 vs Cycling0	ETV5	 	transcription regulator	Inhibited	-2.000	 	3.39E-02	CAVIN2,CDKN1A,CYBB,GCH1	 
Doxo14 vs Doxo3	EBF4	 	transcription regulator	 	 	 	3.41E-02	EOMES	 
Doxo14 vs Doxo3	TEF	 	transcription regulator	 	 	 	3.41E-02	BCL2L14	 
Doxo14 vs Doxo3	FOXP2	 	transcription regulator	 	 	 	3.41E-02	HGF	 
Palbo14 vs Palbo3	MYBBP1A	 	transcription regulator	 	 	 	3.42E-02	PPARGC1A	 
Doxo3 vs Cycling0	EBF2	 	transcription regulator	 	 	 	3.43E-02	LGI1,THBS4	 
Doxo3 vs Cycling0	SIX5	 	transcription regulator	 	 	 	3.43E-02	FZD8,ST14	 
Doxo21 vs Doxo3	REST	 	transcription regulator	 	 	 	3.43E-02	DCX,EOMES,VIP	 
Palbo28 vs Cycling0	FOXO1	 	transcription regulator	 	-1.726	 	3.46E-02	ADIPOQ,CCN3,CDKN1A,EOMES,EPHA10,ITGAM,PMAIP1,SFN	 
Doxo3 vs Cycling0	N4BP2L2	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Doxo3 vs Cycling0	YEATS4	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Doxo3 vs Cycling0	ELL	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Doxo3 vs Cycling0	SOX13	 	transcription regulator	 	 	 	3.47E-02	WNT2	 
Doxo3 vs Cycling0	TLE4	 	transcription regulator	 	 	 	3.47E-02	PRDM1	 
Doxo3 vs Cycling0	SRCAP	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Doxo3 vs Cycling0	HES6	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Doxo3 vs Cycling0	SCML2	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Palbo28 vs Palbo3	TBX6	 	transcription regulator	 	 	 	3.47E-02	HES7	 
Palbo28 vs Palbo3	MYBBP1A	 	transcription regulator	 	 	 	3.47E-02	PPARGC1A	 
Palbo28 vs Palbo3	ELOA	 	transcription regulator	 	 	 	3.47E-02	CDKN1A	 
Palbo28 vs Palbo3	RELA	 	transcription regulator	 	-0.895	 	3.49E-02	BACH2,BTG2,CDKN1A,CYBB,CYP3A4,EOMES,GDF15,NR1I3	 
Palbo28 vs Cycling0	TCF4	 	transcription regulator	 	0.000	 	3.50E-02	AEN,BACH2,CDKN1A,HES7,LY6D,NANOS1,PLAC8	 
Doxo14 vs Doxo3	CTNNB1	 	transcription regulator	 	0.000	bias	3.50E-02	ATP6V0D2,EOMES,ESR2,GCK,GNAO1,JAG1,PRDM1,SFN	 
Palbo28 vs Cycling0	FOXA2	 	transcription regulator	 	-0.447	 	3.50E-02	CDKN1A,CIMAP3,CYP3A4,ERBB4,HHIP,SMOC1,SPINK1,UCP2	 
Doxo3 vs Cycling0	NCOA1	 	transcription regulator	 	 	 	3.51E-02	ADIPOQ,BTG2,CDKN1A,CYP11A1,EOMES	 
Doxo21 vs Cycling0	HOXA10	 	transcription regulator	 	-1.964	bias	3.52E-02	ADIPOQ,CDKN1A,CSTA,CYBB,RIT2	 
Palbo28 vs Cycling0	NFIL3	 	transcription regulator	 	 	 	3.54E-02	CDKN1A,EOMES	 
Palbo14 vs Palbo3	CEBPB	 	transcription regulator	 	-0.074	 	3.54E-02	ADIPOQ,CDH3,CDKN1A,CYP11A1,CYP3A4,GDF15,KLHDC7B,PPARGC1A,PRLR	 
Palbo28 vs Palbo3	NANOG	 	transcription regulator	 	-1.165	 	3.55E-02	BMPR1B,CDKN1A,EOMES,NPIPA1 (includes others)	 
Palbo28 vs Palbo3	SNAI1	 	transcription regulator	 	1.067	 	3.55E-02	ADIPOQ,CDKN1A,ESRP1,GDF15	 
Palbo28 vs Cycling0	ATF3	-1.721	transcription regulator	 	-1.211	 	3.57E-02	ADIPOQ,ATF3,CDKN1A,PMAIP1	 
Palbo28 vs Cycling0	GATA1	 	transcription regulator	 	0.152	 	3.58E-02	BACH2,BTG2,CDKN1A,CYBB,DMTN,FYB1	 
Doxo21 vs Doxo3	SOX1	 	transcription regulator	 	 	 	3.59E-02	EOMES,INHBA	 
Palbo14 vs Palbo3	HNF1A	 	transcription regulator	 	0.323	 	3.60E-02	BACH2,FXYD3,GCK,NPFFR2,PRLR,SLC5A1,UCP2,ZNF442	 
Doxo3 vs Cycling0	NEUROG3	 	transcription regulator	 	 	 	3.60E-02	CDKN1A,CPB1,MDK,PPY	 
Doxo21 vs Doxo3	CDX2	 	transcription regulator	 	 	 	3.62E-02	FXYD3,PRDM1,SLC15A1	 
Palbo28 vs Cycling0	TBX3	 	transcription regulator	 	-1.342	 	3.65E-02	COL7A1,EDNRA,HYI,KCNJ3,SPHK1	 
Palbo28 vs Palbo3	HTT	 	transcription regulator	 	 	 	3.66E-02	ADCY5,ADCY8,CDKN1A,CHST9,CPNE5,DGKI,FOLH1,PDE2A,PPARGC1A,SEMA4D,VIP	 
Palbo14 vs Cycling0	EP300	 	transcription regulator	 	 	 	3.66E-02	ADIPOQ,CDKN1A,CYP11A1,ITGA9,RCSD1,RTP4,SMOC1,SPHK1	 
Palbo14 vs Cycling0	PBX1	 	transcription regulator	 	 	 	3.68E-02	CDKN1A,GCK	 
Doxo3 vs Cycling0	ZNF148	 	transcription regulator	 	 	 	3.68E-02	CDKN1A,RNLS	 
Palbo14 vs Palbo3	CDX2	 	transcription regulator	 	 	 	3.69E-02	CDKN1A,FXYD3,SLC26A3,SLC5A1	 
Doxo14 vs Doxo3	MECP2	 	transcription regulator	 	 	 	3.71E-02	BEX2,GABBR2,TFPI2	 
Doxo3 vs Cycling0	BMI1	 	transcription regulator	 	 	 	3.71E-02	BTG2,CADM1,CDKN1A,SFN	 
Palbo14 vs Cycling0	ELOA	 	transcription regulator	 	 	 	3.72E-02	CDKN1A	 
Palbo28 vs Cycling0	TCL1A	 	transcription regulator	 	 	 	3.73E-02	CYBB,GDF15,ITGAM	 
Doxo21 vs Cycling0	RELA	 	transcription regulator	Activated	2.126	bias	3.73E-02	BACH2,BEX2,BTG2,CDKN1A,CYBB,CYP3A4,DDIT3,GCH1,GDF15,PMAIP1	 
Doxo14 vs Doxo3	FOXJ1	 	transcription regulator	 	 	 	3.75E-02	ADGB	 
Doxo14 vs Doxo3	PRDM5	 	transcription regulator	 	 	 	3.75E-02	EDNRA,GCK	 
Doxo14 vs Doxo3	TFE3	 	transcription regulator	 	 	 	3.75E-02	ATP6V0D2,GCK	 
Doxo3 vs Cycling0	HDAC4	 	transcription regulator	 	 	 	3.76E-02	ATF3,CACNA1C,CDKN1A,GABRG3,LGI1	 
Palbo14 vs Palbo3	RBPJ	 	transcription regulator	 	-1.000	 	3.77E-02	CDKN1A,CYP11A1,KITLG,PGF,PLAC8	 
Doxo21 vs Cycling0	FOXO3	 	transcription regulator	 	1.728	 	3.77E-02	ATP6V0D2,CDKN1A,DDIT3,GRB14,INHBA,ITGAM,PMAIP1,PPARGC1A	 
Doxo14 vs Doxo3	IRF4	 	transcription regulator	 	 	 	3.79E-02	BTLA,EOMES,PRDM1	 
Doxo14 vs Cycling0	SOX7	 	transcription regulator	 	 	 	3.81E-02	NOTCH4,PPL,PRDM1	 
Doxo14 vs Cycling0	MYRF	 	transcription regulator	 	 	 	3.81E-02	GDF15,GRB14,PRDM1	 
Doxo14 vs Cycling0	NRIP1	 	transcription regulator	 	 	 	3.81E-02	AREG,CDKN1A,SLC36A2	 
Palbo3 vs Cycling0	KLF15	 	transcription regulator	 	 	 	3.81E-02	HIF3A,NGF,PPARGC1A	 
Doxo3 vs Cycling0	ZFP36	 	transcription regulator	 	 	 	3.82E-02	ABCG4,CDKN1A,CYBB,PRDM1	 
Palbo28 vs Cycling0	SP3	 	transcription regulator	 	 	 	3.83E-02	ATF3,CDKN1A,COL7A1,GDF15,PRLR	 
Palbo14 vs Cycling0	HDAC2	 	transcription regulator	 	 	 	3.83E-02	CAVIN2,CDKN1A,FDXR,TDRKH	 
Palbo14 vs Palbo3	BMI1	 	transcription regulator	 	 	 	3.84E-02	CADM1,CDKN1A,SFN	 
Palbo14 vs Cycling0	MEIS1	 	transcription regulator	 	 	 	3.85E-02	BAZ2B,CDKN1A	 
Doxo14 vs Cycling0	HOXB13	 	transcription regulator	 	 	 	3.85E-02	CDKN1A,SPINK1	 
Doxo14 vs Cycling0	ASCL1	 	transcription regulator	 	1.982	bias	3.85E-02	CDKN1A,DCX,NFASC,SEZ6L	 
Doxo21 vs Doxo3	ZBTB20	 	transcription regulator	 	 	 	3.86E-02	GPC3,PPARGC1A	 
Palbo28 vs Palbo3	CEBPB	 	transcription regulator	 	-0.970	 	3.86E-02	ADIPOQ,CDH3,CDKN1A,CYP11A1,CYP3A4,GDF15,KLHDC7B,PPARGC1A,PRLR	 
Doxo21 vs Cycling0	CMTM2	 	transcription regulator	 	 	 	3.86E-02	CYP11A1	 
Doxo21 vs Cycling0	ZXDC	 	transcription regulator	 	 	 	3.86E-02	ITGAM	 
Doxo21 vs Cycling0	ATF6B	 	transcription regulator	 	 	 	3.86E-02	DDIT3	 
Doxo21 vs Cycling0	LBX1	 	transcription regulator	 	 	 	3.86E-02	DRGX	 
Doxo21 vs Cycling0	NKAP	 	transcription regulator	 	 	 	3.86E-02	ST8SIA6	 
Palbo14 vs Palbo3	MAZ	 	transcription regulator	 	 	 	3.89E-02	ATF3,CDKN1A	 
Palbo14 vs Palbo3	TCF7L2	 	transcription regulator	 	1.939	 	3.90E-02	CDKN1A,HHIP,KCNJ3,LGALS4,NFASC,PPARGC1A,RSPO2	 
Palbo28 vs Palbo3	HNF1A	 	transcription regulator	 	0.728	 	3.90E-02	ANKS4B,BACH2,FXYD3,MTTP,NPFFR2,PRLR,UCP2,ZNF442	 
Palbo14 vs Cycling0	TRIM28	 	transcription regulator	 	1.000	 	3.90E-02	CYP11A1,ERBB4,GDF15,RSPO2	 
Palbo28 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	3.90E-02	CACNA1C,CDKN1A	 
Palbo28 vs Cycling0	ING1	 	transcription regulator	 	 	 	3.90E-02	CDKN1A,PMAIP1	 
Palbo14 vs Cycling0	TP53	 	transcription regulator	Inhibited	-2.511	 	3.91E-02	ACER2,AEN,BMX,CDH3,CDKN1A,CEL,COL7A1,DDB2,DINOL,FDXR,GDF15,HERC5,IFI30,IRAG2,MYH16,NPFFR2,PRAG1,RND3,SFN,SHROOM3,SPATA18,SPHK1,ST14,TEX15,TTN,TYMSOS,WNT2	 
Doxo3 vs Cycling0	MSC	 	transcription regulator	 	 	 	3.91E-02	HGF,ITGA9,ZNF423	 
Doxo14 vs Cycling0	NFAT5	 	transcription regulator	 	-1.000	 	3.92E-02	AREG,BTK,CDKN1A,CYBB,EDA2R,FCMR,GDF15,LY6D,PLAC8,TNFRSF1B	 
Doxo3 vs Cycling0	SRF	 	transcription regulator	 	0.537	bias	3.93E-02	ATF3,CDKN1A,CYBB,GCH1,HIF3A,ITGA9,PDE2A,RND3,TTN	 
Palbo3 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	3.94E-02	AREG,FXYD3,KITLG,TOX	 
Palbo14 vs Palbo3	HOXA10	 	transcription regulator	 	 	 	3.94E-02	ADIPOQ,CDKN1A,CSTA,RIT2	 
Doxo3 vs Cycling0	PHF1	 	transcription regulator	 	 	 	3.95E-02	CDKN1A,SFN	 
Doxo21 vs Doxo3	ZNF746	 	transcription regulator	 	 	 	3.95E-02	PPARGC1A	 
Doxo21 vs Doxo3	EBF4	 	transcription regulator	 	 	 	3.95E-02	EOMES	 
Doxo21 vs Doxo3	TEF	 	transcription regulator	 	 	 	3.95E-02	BCL2L14	 
Doxo3 vs Cycling0	IRF4	 	transcription regulator	 	-0.656	 	3.98E-02	BACH2,BTLA,DDIT3,EOMES,INPP5D,PRDM1	 
Palbo3 vs Cycling0	PHOX2A	 	transcription regulator	 	 	 	4.00E-02	CHRNA3	 
Palbo14 vs Cycling0	PPARGC1A	-0.169	transcription regulator	 	0.153	 	4.00E-02	ADIPOQ,CDKN1A,CYP11A1,CYP3A4,GDF15,ISM1,RIMS4,UCP2	 
Palbo14 vs Palbo3	KLF15	 	transcription regulator	 	 	 	4.03E-02	ACSS1,GCK,PPARGC1A	 
Doxo21 vs Doxo3	NKX2-1	 	transcription regulator	 	 	 	4.04E-02	BEX2,FXYD3,TOX	 
Doxo3 vs Cycling0	POU4F1	 	transcription regulator	 	0.205	 	4.04E-02	CDKN1A,DRGX,PMAIP1,VSTM2A	 
Doxo3 vs Cycling0	SP1	 	transcription regulator	Activated	2.447	bias	4.04E-02	ACSS1,ATF3,CDKN1A,COL7A1,CYP11A1,DDB2,GDF15,HGF,MELTF-AS1,PMAIP1,RNLS,SLC5A1,WNT9A	 
Palbo14 vs Palbo3	PPRC1	 	transcription regulator	 	 	 	4.05E-02	GDF15,SUN3	 
Palbo28 vs Cycling0	TBX6	 	transcription regulator	 	 	 	4.05E-02	HES7	 
Palbo28 vs Cycling0	CEBPB	 	transcription regulator	 	-0.647	 	4.06E-02	ADIPOQ,CDH3,CDKN1A,CYP11A1,CYP3A4,DDB2,FZD8,GDF15,KLHDC7B,PRLR	 
Doxo14 vs Cycling0	GATA1	 	transcription regulator	Activated	2.219	bias	4.06E-02	BACH2,BTG2,CDKN1A,CYBB,DMTN,FYB1,PLEK	 
Doxo3 vs Cycling0	MLX	 	transcription regulator	 	 	 	4.07E-02	ATF3,CCN3,EOMES	 
Doxo14 vs Cycling0	SATB1	 	transcription regulator	 	0.000	 	4.08E-02	BTLA,CDKN1A,CYBB,GDF15,KITLG	 
Doxo14 vs Doxo3	HLF	 	transcription regulator	 	 	 	4.08E-02	BCL2L14	 
Palbo14 vs Palbo3	MAGED1	 	transcription regulator	 	 	 	4.09E-02	CDKN1A	 
Palbo14 vs Palbo3	FOXI1	 	transcription regulator	 	 	 	4.09E-02	ATP6V0D2	 
Palbo14 vs Palbo3	UBP1	 	transcription regulator	 	 	 	4.09E-02	CYP11A1	 
Palbo28 vs Palbo3	ZFP36	 	transcription regulator	 	 	 	4.09E-02	ABCG4,CDKN1A,CYBB	 
Palbo28 vs Cycling0	CBX3	 	transcription regulator	 	 	 	4.09E-02	CDKN1A,PPL	 
Palbo28 vs Cycling0	EPAS1	 	transcription regulator	 	-0.117	 	4.11E-02	ADIPOQ,CDKN1A,CYBB,ITGAM,SPHK1,ZNF423	 
Doxo21 vs Cycling0	CEBPD	 	transcription regulator	 	 	 	4.11E-02	CDKN1A,DDIT3,HGF,ITGAM	 
Palbo14 vs Palbo3	POU4F1	 	transcription regulator	 	 	 	4.12E-02	CDKN1A,DRGX,SCN7A	 
Palbo14 vs Cycling0	SOX11	 	transcription regulator	 	0.000	 	4.12E-02	DRAXIN,ERBB4,FCMR,FOLH1	 
Palbo14 vs Cycling0	FOXC1	 	transcription regulator	 	0.000	 	4.12E-02	CSTA,DSG3,IFI30,SFN	 
Doxo21 vs Doxo3	SOX3	 	transcription regulator	 	 	 	4.13E-02	EOMES,INHBA	 
Doxo21 vs Doxo3	TFAP2C	 	transcription regulator	 	 	 	4.13E-02	EOMES,JAG1	 
Doxo21 vs Cycling0	KLF10	 	transcription regulator	 	 	 	4.13E-02	CDKN1A,NOTCH4	 
Palbo28 vs Palbo3	HOXA10	 	transcription regulator	 	 	 	4.14E-02	ADIPOQ,CDKN1A,CSTA,CYBB	 
Palbo28 vs Palbo3	MAGED1	 	transcription regulator	 	 	 	4.15E-02	CDKN1A	 
Palbo28 vs Palbo3	UBP1	 	transcription regulator	 	 	 	4.15E-02	CYP11A1	 
Palbo28 vs Palbo3	PHOX2A	 	transcription regulator	 	 	 	4.15E-02	CHRNA3	 
Doxo3 vs Cycling0	TCF7L2	 	transcription regulator	 	0.713	bias	4.15E-02	CDH17,CDKN1A,DDIT3,JAG1,KCNJ3,NFASC,NINJ2,PPARGC1A,RSPO2,VSTM2A	 
Doxo14 vs Doxo3	TBX3	 	transcription regulator	 	 	 	4.16E-02	COL7A1,EDNRA,TTN	 
Palbo3 vs Cycling0	QKI	 	transcription regulator	 	 	 	4.17E-02	HERC5,ITGAM,PPARGC1A	 
Palbo28 vs Cycling0	GFI1	 	transcription regulator	 	 	 	4.19E-02	BTLA,CDKN1A,DDB2,PMAIP1	 
Palbo3 vs Cycling0	FOXA3	 	transcription regulator	 	 	 	4.20E-02	CYP3A4,PPARGC1A	 
Palbo14 vs Palbo3	GTF2B	 	transcription regulator	 	 	 	4.21E-02	CDKN1A,PRLR	 
Doxo14 vs Cycling0	CMTM2	 	transcription regulator	 	 	 	4.22E-02	CYP11A1	 
Doxo14 vs Cycling0	ATF6B	 	transcription regulator	 	 	 	4.22E-02	DDIT3	 
Doxo14 vs Cycling0	LBX1	 	transcription regulator	 	 	 	4.22E-02	DRGX	 
Doxo21 vs Cycling0	JUN	 	transcription regulator	 	1.228	bias	4.24E-02	ATF3,BEX2,CCN3,CDKN1A,CSTA,CYP11A1,ITGAM,NOTCH4,PMAIP1,WNT9A	 
Palbo28 vs Cycling0	MYOCD	 	transcription regulator	 	 	 	4.27E-02	CACNA1C,CDKN1A,KCNJ3	 
Palbo28 vs Cycling0	PBX1	 	transcription regulator	 	 	 	4.29E-02	CDKN1A,CYBB	 
Doxo3 vs Cycling0	IRF3	 	transcription regulator	Activated	2.390	bias	4.29E-02	APOBEC3H,BTLA,CDKN1A,PLAC8,PMAIP1,PNP	 
Doxo3 vs Cycling0	EZH2	 	transcription regulator	 	 	 	4.29E-02	ATF3,CDKN1A,COL7A1,EOMES,ERBB4,GDF15,HGF,PGF,PRDM1,SFN,UPP1	 
Doxo14 vs Doxo3	SP3	 	transcription regulator	 	 	 	4.30E-02	CHRNA3,COL7A1,HGF	 
Palbo28 vs Cycling0	CEBPA	 	transcription regulator	Inhibited	-2.007	 	4.32E-02	ADIPOQ,BTG2,CDKN1A,CYP11A1,CYP3A4,ITGAM,PPL,PRLR	 
Palbo28 vs Palbo3	GTF2B	 	transcription regulator	 	 	 	4.33E-02	CDKN1A,PRLR	 
Doxo21 vs Doxo3	PRRX2	 	transcription regulator	 	 	 	4.34E-02	GCH1	 
Palbo14 vs Cycling0	NPM1	 	transcription regulator	 	 	 	4.34E-02	CADM1,COL7A1,DDB2,FZD8	 
Doxo14 vs Cycling0	VAV2	 	transcription regulator	 	 	 	4.35E-02	AREG,HGF	 
Palbo3 vs Cycling0	SP4	 	transcription regulator	 	 	 	4.36E-02	CHRNA3,KITLG	 
Doxo21 vs Cycling0	TAF6	 	transcription regulator	 	 	 	4.37E-02	ATF3,CDKN1A	 
Doxo14 vs Cycling0	NFATC1	 	transcription regulator	 	1.951	bias	4.37E-02	ATF3,ATP6V0D2,CYBB,PRDM1	 
Palbo14 vs Palbo3	FOXA3	 	transcription regulator	 	 	 	4.37E-02	CYP3A4,PPARGC1A	 
Doxo3 vs Cycling0	HMG20A	 	transcription regulator	Activated	2.000	bias	4.39E-02	ATF3,GCH1,INHBA,RTP4	 
Doxo3 vs Cycling0	QKI	 	transcription regulator	 	0.832	bias	4.39E-02	ATP6V0D2,CDKN1A,PPARGC1A,THBS4	 
Doxo14 vs Cycling0	EP300	 	transcription regulator	Activated	2.211	bias	4.39E-02	ADIPOQ,BTK,CDKN1A,CYP11A1,ITGA9,PPARGC1A,RCSD1,RTP4,SLC15A1,STOM	 
Doxo21 vs Cycling0	NCOR1	 	transcription regulator	 	-1.000	bias	4.41E-02	ADIPOQ,CDKN1A,SLC5A1,SPINK1	 
Doxo14 vs Doxo3	KLF8	 	transcription regulator	 	 	 	4.41E-02	USP44	 
Palbo14 vs Palbo3	KLF6	 	transcription regulator	 	-1.294	 	4.41E-02	ATF3,CDKN1A,GCH1,IFI30,TFPI2	 
Doxo21 vs Doxo3	GMNN	 	transcription regulator	 	 	 	4.42E-02	EOMES,INHBA	 
Palbo14 vs Cycling0	SNAI1	 	transcription regulator	 	-0.762	 	4.42E-02	ADIPOQ,CDKN1A,ESRP1,GDF15	 
Palbo14 vs Cycling0	TP73	 	transcription regulator	Inhibited	-2.016	 	4.44E-02	AEN,CADM1,CDKN1A,FDXR,LY6D,MDK,PRAG1,SFN	 
Palbo14 vs Cycling0	MAGED1	 	transcription regulator	 	 	 	4.45E-02	CDKN1A	 
Palbo14 vs Cycling0	FOXI1	 	transcription regulator	 	 	 	4.45E-02	ATP6V0D2	 
Palbo14 vs Cycling0	UBP1	 	transcription regulator	 	 	 	4.45E-02	CYP11A1	 
Palbo14 vs Cycling0	PHOX2A	 	transcription regulator	 	 	 	4.45E-02	CHRNA3	 
Doxo14 vs Cycling0	TEAD4	 	transcription regulator	 	 	 	4.48E-02	ADIPOQ,CDKN1A,EDNRA,EOMES	 
Palbo28 vs Cycling0	MEIS1	 	transcription regulator	 	 	 	4.48E-02	BAZ2B,CDKN1A	 
Doxo3 vs Cycling0	HOXB13	 	transcription regulator	 	 	 	4.50E-02	CDKN1A,SPINK1	 
Palbo28 vs Palbo3	FOXA3	 	transcription regulator	 	 	 	4.50E-02	CYP3A4,PPARGC1A	 
Doxo21 vs Cycling0	GLI2	 	transcription regulator	 	0.152	bias	4.51E-02	ATP2A1,CDKN1A,CSTA,LAPTM5	 
Palbo14 vs Cycling0	BHLHE40	 	transcription regulator	 	0.265	 	4.51E-02	CYP11A1,CYP3A4,IPCEF1,LY75,NR1I2,RND3	 
Doxo21 vs Doxo3	JUND	 	transcription regulator	 	 	 	4.51E-02	CSTA,CYBB	 
Palbo3 vs Cycling0	ELF5	 	transcription regulator	 	 	 	4.53E-02	CEL,FOLH1	 
Palbo14 vs Palbo3	KLF1	 	transcription regulator	 	 	 	4.54E-02	CDKN1A,DMTN	 
Palbo14 vs Palbo3	SP4	 	transcription regulator	 	 	 	4.54E-02	CDKN1A,KITLG	 
Palbo14 vs Palbo3	TAF7L	-0.365	transcription regulator	 	 	 	4.54E-02	ARL9,GCK	 
Palbo28 vs Palbo3	YY1	 	transcription regulator	 	 	 	4.55E-02	BTG2,BTLA,CDKN1A,CYBB,MDK,RND3	 
Doxo14 vs Cycling0	ERG	 	transcription regulator	 	-0.113	bias	4.55E-02	ADCY8,CHRNA3,ERFE,FOLH1,GABRG3,PLEK,PRDM1,SLC15A1,WNT2	 
Doxo14 vs Doxo3	FOXO3	 	transcription regulator	 	 	 	4.57E-02	ATP6V0D2,GRB14,JAG1,PRDM1	 
Doxo14 vs Cycling0	HDAC3	 	transcription regulator	 	-1.948	 	4.59E-02	CDKN1A,CYP11A1,PRDM1,RNASE7	 
Palbo14 vs Palbo3	EOMES	-1.531	transcription regulator	 	 	 	4.60E-02	EOMES,FAT3,TFPI2	 
Doxo3 vs Cycling0	CMTM2	 	transcription regulator	 	 	 	4.60E-02	CYP11A1	 
Doxo3 vs Cycling0	ATF6B	 	transcription regulator	 	 	 	4.60E-02	DDIT3	 
Doxo3 vs Cycling0	LBX1	 	transcription regulator	 	 	 	4.60E-02	DRGX	 
Doxo3 vs Cycling0	NKAP	 	transcription regulator	 	 	 	4.60E-02	ST8SIA6	 
Doxo3 vs Cycling0	CREB1	 	transcription regulator	 	1.129	bias	4.60E-02	ATF3,BTG2,CACNA1C,CDKN1A,CYP11A1,DCX,INHBA,PPARGC1A,RASGRF1,RSPO2,TMEFF2,UPP1	 
Doxo21 vs Doxo3	MEF2A	 	transcription regulator	 	 	 	4.61E-02	BEX2,PPARGC1A	 
Doxo3 vs Cycling0	NKX2-3	 	transcription regulator	 	0.098	 	4.61E-02	CAVIN2,CDKN1A,GCH1,GDF15,PMAIP1,RTP4	 
Palbo28 vs Cycling0	TCF7L1	 	transcription regulator	 	 	 	4.62E-02	ATF3,EOMES,KCNJ3	 
